@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R1-2,4,7-16,21-25,27-28'

@attribute pts.RS numeric
@attribute pt.diff.RS numeric
@attribute fgm.RS numeric
@attribute ft.per.RS numeric
@attribute or.RS numeric
@attribute dr.RS numeric
@attribute tr.RS numeric
@attribute wperc.RS numeric
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
72.032258,6.903226,26.387097,0.661163,11.064516,22.483871,33.548387,0.645161,5,L
66.53125,7.40625,24.125,0.711655,7.84375,22.53125,30.375,0.78125,3,L
71.035714,0.75,23.964286,0.656189,9.678571,22.964286,32.642857,0.607143,15,L
74.107143,11.25,26.785714,0.610915,11.857143,25.214286,37.071429,0.857143,11,L
70.088235,12.852941,24.235294,0.66797,11.352941,23.735294,35.088235,0.852941,2,L
64.59375,2.96875,23.21875,0.729068,10.03125,22.15625,32.1875,0.71875,14,L
76.40625,11.625,24.96875,0.73672,10.90625,22.90625,33.8125,0.75,9,L
65.09375,3.3125,21.15625,0.736269,9.46875,22.5625,32.03125,0.65625,15,L
71.5625,4.78125,24.71875,0.729058,8.34375,22.6875,31.03125,0.5625,10,L
73.636364,6.606061,26.727273,0.669991,12.818182,23.939394,36.757576,0.666667,9,L
74.588235,3.911765,24.647059,0.718068,10.117647,21.411765,31.529412,0.705882,15,L
80.733333,6.266667,27.9,0.737107,11.733333,25.6,37.333333,0.666667,11,L
79.3125,5.03125,27.1875,0.692172,12.5625,24.15625,36.71875,0.75,15,L
81.21875,5.125,28.84375,0.655574,9.9375,26.125,36.0625,0.75,14,L
68.34375,10.59375,22.71875,0.725719,8.9375,20.71875,29.65625,0.90625,7,L
74.058824,10.941176,25.941176,0.653271,10.5,28.5,39,0.794118,8,L
79.1875,9.6875,29.5,0.617937,15.65625,22.59375,38.25,0.71875,5,L
77.71875,9.09375,26.34375,0.711132,13.53125,28.375,41.90625,0.75,4,L
59.147059,-6.970588,20.588235,0.708,11.088235,20.205882,31.294118,0.411765,16,L
76.615385,7.615385,27.115385,0.729235,8.923077,24.692308,33.615385,0.807692,14,L
82.483871,9.580645,29.741935,0.702832,12,23.870968,35.870968,0.741935,14,L
77.322581,14.193548,28.645161,0.733816,11.225806,24.870968,36.096774,0.806452,10,L
72.266667,11.233333,24.366667,0.762591,11.833333,21.9,33.733333,0.866667,5,L
84.125,14.8125,28.75,0.697577,12.71875,24.4375,37.15625,0.84375,2,L
69.878788,7.575758,24.484848,0.7122,9.969697,24.454545,34.424242,0.69697,12,L
69.71875,11.75,25.09375,0.660793,9.90625,25.09375,35,0.84375,2,L
67.875,0.90625,24.5625,0.682156,13.65625,24.8125,38.46875,0.5,14,L
76.5,13.25,27,0.721961,11.21875,26.3125,37.53125,0.78125,7,L
75.125,10.4375,25.34375,0.7741,11.625,26.40625,38.03125,0.78125,8,L
81.181818,19.515152,29.454545,0.711084,12.30303,26.424242,38.727273,0.909091,1,W
78.766667,9.8,27.9,0.681632,16.166667,25,41.166667,0.633333,11,L
69.235294,7.647059,24.058824,0.721613,10.970588,22.323529,33.294118,0.823529,9,L
68.6,3.266667,23.733333,0.734089,9.733333,24,33.733333,0.6,11,L
71.9375,10.59375,25.5,0.647695,11.65625,26.0625,37.71875,0.75,3,L
75.90625,11.59375,26.5,0.710921,13.5625,23.1875,36.75,0.71875,6,L
79.676471,19.058824,28.764706,0.596792,14.117647,26.676471,40.794118,0.970588,1,L
73.806452,5.774194,25.032258,0.735011,12.677419,24.774194,37.451613,0.677419,7,L
71.30303,9.30303,26.333333,0.719679,12.393939,24.818182,37.212121,0.757576,5,L
73.09375,8.03125,26.09375,0.642256,12.21875,28.65625,40.875,0.6875,8,L
61.033333,-4.6,20.9,0.659505,11.5,21.533333,33.033333,0.5,16,L
69.0625,2.5625,24.21875,0.683581,10.09375,23.9375,34.03125,0.5625,16,L
88.705882,15.970588,31.852941,0.749536,15.705882,28.5,44.205882,0.941176,1,L
80.612903,10.096774,28.225806,0.733727,13.322581,28.322581,41.645161,0.774194,5,L
68.424242,5.030303,24,0.671171,11.363636,24.606061,35.969697,0.666667,6,L
68.870968,7.387097,23.709677,0.6685,11.322581,24.451613,35.774194,0.741935,13,L
76.806452,4.387097,26.967742,0.699964,10.193548,23.903226,34.096774,0.580645,9,L
74.142857,8.942857,27.085714,0.668954,14.514286,23.285714,37.8,0.742857,4,L
74.1,5.766667,25.633333,0.658508,11.166667,22.433333,33.6,0.7,16,L
68.71875,7.53125,23.34375,0.707312,11.25,21.375,32.625,0.75,6,L
65,2,23.666667,0.656374,10.757576,22.818182,33.575758,0.606061,13,L
76.8125,5.75,27.5625,0.675886,11.71875,22.1875,33.90625,0.6875,13,L
75.612903,9.935484,25.612903,0.698205,12.064516,24.903226,36.967742,0.806452,10,L
73.333333,6.060606,25.30303,0.732688,9.939394,22.242424,32.181818,0.636364,11,L
75.833333,12.433333,26.466667,0.663392,12.6,25.4,38,0.8,10,L
70.666667,10.060606,24.848485,0.707502,13.181818,25.666667,38.848485,0.787879,3,L
72.606061,4.030303,25.333333,0.738574,8.848485,23.878788,32.727273,0.636364,12,L
82.40625,11.53125,29.03125,0.655937,14.40625,23.65625,38.0625,0.875,2,L
74.848485,9.939394,26.848485,0.69295,12.727273,24.848485,37.575758,0.818182,2,L
71.121212,9.181818,25.242424,0.64722,11.69697,27.242424,38.939394,0.69697,9,L
74.030303,14.393939,26.545455,0.745536,12.606061,23.454545,36.060606,0.909091,1,L
74.870968,5.354839,26.580645,0.715198,11.290323,22.612903,33.903226,0.741935,15,L
69.25,7.3125,23.9375,0.754936,10.5,24.21875,34.71875,0.78125,8,L
69.0625,5.875,24.96875,0.685935,9.25,24.46875,33.71875,0.65625,6,L
72.5,2.535714,25.642857,0.674137,10.5,27.25,37.75,0.607143,16,L
80.575758,6.212121,27.363636,0.746294,10.454545,24.878788,35.333333,0.787879,4,L
72.84375,3.53125,24.84375,0.714143,13.46875,22.625,36.09375,0.625,12,L
76.612903,11.483871,27.322581,0.694437,12.322581,22.612903,34.935484,0.806452,12,L
67.0625,10,23.25,0.733593,7.78125,21.4375,29.21875,0.75,4,L
74.69697,11.424242,26.393939,0.665101,11.969697,23.757576,35.727273,0.69697,7,L
65.129032,6.290323,23.580645,0.594984,11.516129,23.483871,35,0.645161,13,L
67.333333,13.575758,23.484848,0.716594,11.606061,24.30303,35.909091,0.878788,3,L
75.333333,13,25.454545,0.754572,11.272727,24.787879,36.060606,0.818182,3,L
66.411765,5.911765,22.588235,0.719391,11.735294,21.352941,33.088235,0.647059,13,L
69.482759,5.896552,25.551724,0.63541,11.413793,24.724138,36.137931,0.689655,16,L
64.451613,6.032258,23.354839,0.634341,9.516129,23.451613,32.967742,0.774194,14,L
72.1875,3.75,25.65625,0.717476,11.09375,22.75,33.84375,0.59375,12,L
69.545455,9.484848,23.787879,0.728038,8.424242,22.909091,31.333333,0.727273,6,L
69.9,2.966667,24.033333,0.683449,11.2,23.433333,34.633333,0.733333,15,L
74.939394,4.484848,26.272727,0.729073,14.30303,22.939394,37.242424,0.666667,7,L
67,8.8,21.766667,0.732135,9.966667,23.9,33.866667,0.833333,9,L
77.193548,12.451613,27.645161,0.718498,9.193548,27.16129,36.354839,0.774194,8,L
75.03125,6.6875,27.09375,0.764831,9.96875,23.71875,33.6875,0.6875,7,L
75,-1.46875,24.75,0.648345,12.34375,26.125,38.46875,0.5,16,L
78.967742,10.741935,28.741935,0.684926,14.225806,22.709677,36.935484,0.741935,7,L
64.96875,5.125,23.03125,0.693921,11.5625,22.09375,33.65625,0.6875,13,L
77.322581,13.354839,27.387097,0.671723,14.225806,28.516129,42.741935,0.870968,1,L
73.206897,8.241379,26.172414,0.726108,10.241379,25.068966,35.310345,0.689655,14,L
73.758621,3.586207,26.482759,0.682133,12.896552,24.034483,36.931034,0.551724,15,L
67.515152,6,23.939394,0.654869,13.757576,24.212121,37.969697,0.787879,11,L
78.029412,12.411765,26.588235,0.729446,13.323529,23.294118,36.617647,0.823529,2,L
78.09375,7.9375,27.625,0.702822,11.40625,26.125,37.53125,0.6875,16,L
68.617647,3.617647,23.529412,0.717254,11.617647,24.264706,35.882353,0.735294,5,L
78.8,17.233333,28.533333,0.72013,10.366667,27.5,37.866667,0.833333,4,L
64.606061,8,25.090909,0.692095,9.545455,23.727273,33.272727,0.727273,5,L
77.125,11.3125,27.0625,0.729458,12.09375,26.8125,38.90625,0.78125,3,L
73.939394,12.333333,26.787879,0.646539,12.575758,25.424242,38,0.848485,1,L
74.909091,9.424242,26.69697,0.726237,13.636364,25.818182,39.454545,0.787879,8,L
78.848485,9.393939,26.484848,0.717357,12.090909,23.484848,35.575758,0.727273,6,L
71.454545,3,26.242424,0.764969,13.242424,23.454545,36.69697,0.606061,10,L
74.058824,17.176471,26,0.702116,13.617647,25.852941,39.470588,0.911765,2,L
66.84375,3.53125,23.1875,0.752123,9.46875,21.25,30.71875,0.59375,10,L
71.90625,9,25.375,0.698263,13.96875,24.9375,38.90625,0.8125,2,L
66.16129,4.709677,23.612903,0.713932,11.935484,21.935484,33.870968,0.677419,10,L
74.029412,5,24.588235,0.702439,11.205882,26.941176,38.147059,0.647059,13,L
81.117647,14.647059,29.411765,0.657073,13.029412,23.941176,36.970588,0.823529,3,L
69.34375,0.65625,23.71875,0.734194,13.5625,24.8125,38.375,0.53125,16,L
66.939394,5.363636,24.545455,0.64668,14.181818,23.69697,37.878788,0.666667,15,L
79.133333,10.133333,27.933333,0.730601,10.766667,24.466667,35.233333,0.8,14,L
89.387097,16.516129,31.354839,0.769207,15.193548,27.322581,42.516129,0.870968,1,W
67.69697,4.151515,22.606061,0.738833,8.666667,24.848485,33.515152,0.69697,12,L
66.6875,5.0625,23.5625,0.707409,8.03125,22.8125,30.84375,0.6875,8,L
79.1875,11.375,27.25,0.680264,12.125,27.0625,39.1875,0.84375,2,L
81.121212,6.909091,27.030303,0.740357,10.090909,25.393939,35.484848,0.666667,8,L
77.709677,13.548387,29.258065,0.674956,14.774194,24.774194,39.548387,0.870968,1,L
73.709677,5.354839,26.129032,0.693656,11.806452,21.806452,33.612903,0.709677,13,L
69.352941,10.235294,24.823529,0.705222,9.676471,24.558824,34.235294,0.735294,5,L
74.793103,2.241379,26.517241,0.679483,12.37931,29.137931,41.517241,0.62069,16,L
70.735294,5.705882,25.147059,0.712344,10.147059,23.176471,33.323529,0.705882,15,L
64.222222,6.148148,23.888889,0.672395,9.037037,24.814815,33.851852,0.740741,14,L
77.666667,7.636364,28.909091,0.669348,12.181818,23.818182,36,0.787879,9,L
80.970588,8.058824,29.323529,0.616727,12.735294,26.823529,39.558824,0.735294,3,L
68.969697,5.575758,25.060606,0.681955,11.121212,25.818182,36.939394,0.666667,11,L
78.484848,6.121212,28.272727,0.675676,14.363636,24.666667,39.030303,0.636364,9,L
72.333333,6.878788,26.212121,0.673568,14.212121,24.666667,38.878788,0.666667,7,L
71.71875,5.375,23.9375,0.694014,12.59375,24.46875,37.0625,0.71875,9,L
76,12.727273,28.060606,0.710771,11.484848,21.545455,33.030303,0.757576,6,L
68.363636,4.878788,24.909091,0.667628,11.69697,24.121212,35.818182,0.636364,10,L
70.96875,7.5,24,0.784824,7.75,27.09375,34.84375,0.75,5,L
72.909091,10.454545,25.818182,0.742972,10.575758,23.878788,34.454545,0.878788,11,L
72,8.636364,25.636364,0.703883,10.666667,23.30303,33.969697,0.727273,11,L
76.545455,9.545455,25.969697,0.743772,12.212121,25.212121,37.424242,0.787879,3,L
72.096774,5.16129,25.387097,0.702559,12.741935,24,36.741935,0.741935,12,L
81.366667,11.066667,29.333333,0.708555,12.666667,28.3,40.966667,0.8,4,L
78.939394,9.333333,27.939394,0.689784,15.121212,25.848485,40.969697,0.757576,4,L
72.382353,10.764706,25.529412,0.707363,15.205882,23.117647,38.323529,0.676471,6,L
64.387097,5.387097,22.483871,0.730942,9.83871,21.258065,31.096774,0.612903,12,L
72.375,9.96875,24.34375,0.679146,12.0625,27.40625,39.46875,0.78125,4,L
64.40625,-0.28125,21.59375,0.647431,12.59375,25.625,38.21875,0.53125,16,L
76.709677,10.16129,27.16129,0.734089,12.193548,26.451613,38.645161,0.774194,3,L
70.09375,10.0625,22.71875,0.741678,9.25,23.59375,32.84375,0.875,5,L
82.606061,16.939394,28.393939,0.79433,10.181818,26.787879,36.969697,0.848485,7,L
77.969697,9.575758,27.909091,0.7592,11.484848,24.272727,35.757576,0.69697,8,L
73.290323,9.451613,26.548387,0.667936,12.967742,23.709677,36.677419,0.677419,7,L
75.172414,10.62069,26.758621,0.725968,10.275862,23.172414,33.448276,0.862069,12,L
77.970588,16.264706,26.5,0.755716,14.617647,24.441176,39.058824,0.852941,1,W
69.030303,2.636364,24.484848,0.665085,12.666667,23.666667,36.333333,0.575758,16,L
71.606061,6.181818,25.939394,0.687166,13.181818,23.787879,36.969697,0.636364,10,L
68.483871,8.322581,24.580645,0.642087,12.741935,25.290323,38.032258,0.709677,9,L
73.242424,8.121212,26.484848,0.710105,9.666667,23.69697,33.363636,0.69697,3,L
72.515152,6.424242,26.30303,0.641677,13.69697,26.545455,40.242424,0.636364,10,L
77.516129,9.645161,27,0.667154,10.580645,27.354839,37.935484,0.806452,8,L
78.818182,3.727273,27.484848,0.703196,12.909091,21.424242,34.333333,0.545455,13,L
81.764706,17.970588,28.558824,0.710944,12.941176,27.588235,40.529412,0.941176,1,L
79.46875,10.25,26.25,0.658219,15.3125,23.9375,39.25,0.78125,2,L
79.235294,13.970588,28,0.688045,14.294118,27.058824,41.352941,0.941176,1,L
75.125,5.09375,25.53125,0.712544,10.1875,26.3125,36.5,0.6875,16,L
76.34375,6.75,26.5625,0.689742,14.46875,22.40625,36.875,0.625,9,L
72.939394,8.757576,25.272727,0.729119,10.242424,21.545455,31.787879,0.666667,6,L
79.266667,11.233333,29.133333,0.719417,12.566667,25.766667,38.333333,0.733333,4,L
72.625,8.9375,26.90625,0.683503,13.53125,25.5,39.03125,0.75,5,L
72.911765,8.882353,26.264706,0.702822,10.794118,24.382353,35.176471,0.617647,11,L
77.5625,11.75,27.375,0.714222,12.96875,22.40625,35.375,0.6875,10,L
69.448276,7.275862,24.586207,0.713675,8.758621,23.62069,32.37931,0.689655,14,L
76.75,6.5,26.166667,0.696512,15.416667,24.861111,40.277778,0.75,15,L
76.09375,15.0625,26.78125,0.697899,12,24.25,36.25,0.875,13,L
76.636364,9.575758,25.424242,0.679443,13.212121,25.515152,38.727273,0.878788,3,L
78.5,0.5,27.15625,0.693385,10.40625,25.03125,35.4375,0.65625,12,L
73.466667,3.566667,24.133333,0.714217,10.533333,25.9,36.433333,0.733333,15,L
63.3125,9.03125,21.5,0.763213,9.53125,22.9375,32.46875,0.875,9,L
76.029412,7.147059,26.382353,0.727668,11.352941,24.294118,35.647059,0.676471,6,L
75.21875,3.5,26.15625,0.718277,13.59375,24.4375,38.03125,0.75,14,L
73.441176,4.882353,24.5,0.740526,11.382353,25.352941,36.735294,0.588235,14,L
74.235294,13.029412,26.823529,0.685082,9.088235,24.382353,33.470588,0.794118,2,L
74.3125,6.21875,25.53125,0.720239,10.125,25.875,36,0.6875,7,L
67.529412,10.382353,25.852941,0.638144,15.205882,23.970588,39.176471,0.764706,11,L
68.09375,6.71875,23.5625,0.679306,12.3125,24.90625,37.21875,0.75,3,L
71.09375,10.1875,24.8125,0.714563,10.40625,22.90625,33.3125,0.84375,4,L
69.294118,7.058824,24.794118,0.682251,9,24,33,0.764706,7,L
68.5,2.823529,23.323529,0.649768,11.794118,23.264706,35.058824,0.676471,15,L
79.892857,7.571429,27.285714,0.709435,12.035714,24.392857,36.428571,0.75,14,L
69.806452,7.451613,25.419355,0.629813,13.129032,23.709677,36.83871,0.741935,11,L
67.571429,1.607143,22.321429,0.663256,8.892857,23.857143,32.75,0.678571,15,L
75.454545,10.181818,27.484848,0.667802,12.939394,25.393939,38.333333,0.818182,13,L
78.8,12.533333,28.033333,0.765666,10.833333,25.833333,36.666667,0.833333,10,L
81.46875,14.59375,30.0625,0.664315,12.125,26.03125,38.15625,0.875,1,L
64.941176,8.794118,24.235294,0.680356,11.029412,26.058824,37.088235,0.852941,5,L
73.636364,8.69697,26.757576,0.66474,11.727273,25,36.727273,0.757576,6,L
81.242424,11.545455,29.666667,0.638491,14.939394,27.212121,42.151515,0.727273,8,L
71.225806,6.483871,23.612903,0.664194,11.903226,24.451613,36.354839,0.709677,5,L
72.75,8.78125,26.5625,0.7193,9.53125,24.1875,33.71875,0.75,8,L
73.575758,13.393939,27,0.752922,10.212121,25.090909,35.30303,0.787879,12,L
75.78125,11.59375,27.09375,0.672994,9.90625,26.4375,36.34375,0.8125,12,L
77.548387,7.645161,26.064516,0.718074,10.741935,25.16129,35.903226,0.741935,4,L
70.617647,6.264706,23.617647,0.689361,12.264706,24.852941,37.117647,0.735294,16,L
82.548387,9.677419,27.612903,0.756991,13.419355,25.645161,39.064516,0.774194,2,L
72.965517,4.517241,26.206897,0.657382,14.62069,27.206897,41.827586,0.655172,9,L
79.787879,9.848485,27.878788,0.723963,13.515152,24.878788,38.393939,0.727273,11,L
72.969697,9.181818,25.272727,0.689231,15.575758,22.757576,38.333333,0.818182,2,L
62.566667,0.633333,22.633333,0.628105,13.566667,24.8,38.366667,0.566667,16,L
67.483871,11.290323,23.612903,0.729596,9.741935,22.677419,32.419355,0.741935,4,L
69.030303,7.151515,23.545455,0.672805,11.515152,23.939394,35.454545,0.757576,13,L
80.03125,10.96875,27.59375,0.701294,12.5,27.59375,40.09375,0.75,6,L
69.970588,3.647059,24.588235,0.706716,10.058824,24.205882,34.264706,0.647059,15,L
61.5625,-2.875,20.90625,0.583781,13.3125,22.28125,35.59375,0.46875,16,L
76.529412,9.058824,25.411765,0.742521,10.411765,24.176471,34.588235,0.794118,5,L
66.272727,-1.272727,21.969697,0.684115,10.30303,22.181818,32.484848,0.515152,16,L
80.352941,18.411765,27.235294,0.727517,13.088235,23.264706,36.352941,0.882353,13,L
65.205882,1.970588,21.5,0.72205,12,24,36,0.617647,16,L
70.757576,7.333333,24.575758,0.776613,8.151515,25.969697,34.121212,0.757576,14,L
72.483871,7.483871,24.709677,0.72485,10.870968,24.064516,34.935484,0.709677,8,L
81.272727,13.424242,27.545455,0.761848,11.454545,27,38.454545,0.878788,3,L
68.969697,9.757576,24.151515,0.659214,13.090909,22.545455,35.636364,0.757576,6,L
68.25,7.3125,23.71875,0.694162,11.46875,23.4375,34.90625,0.65625,12,L
73.4,7.028571,26,0.751761,14.428571,25.142857,39.571429,0.742857,3,W
81.058824,16.794118,28.117647,0.748312,12.294118,25.970588,38.264706,0.882353,1,L
71.545455,8.484848,25.939394,0.654283,13.090909,24.424242,37.515152,0.787879,2,L
69.322581,7.064516,24.483871,0.651655,12.451613,26.580645,39.032258,0.677419,10,L
73.34375,11.8125,25.90625,0.674641,10.59375,24.5,35.09375,0.8125,8,L
71.032258,4.935484,25.451613,0.721207,10.064516,23.645161,33.709677,0.677419,6,L
68.8125,4.53125,25,0.69923,12.375,25.34375,37.71875,0.65625,10,L
75.875,10.6875,26.34375,0.757013,11.46875,25.875,37.34375,0.71875,11,L
66.903226,5.032258,22.612903,0.644194,11.096774,24.483871,35.580645,0.741935,16,L
71.28125,6.0625,26.34375,0.733119,10.21875,24.59375,34.8125,0.59375,9,L
65.84375,1.0625,22.34375,0.712019,10.53125,24.40625,34.9375,0.59375,14,L
82.382353,17.147059,29.588235,0.679926,11.676471,26.882353,38.558824,0.941176,1,L
72.709677,6.580645,24.870968,0.650899,14.645161,23.129032,37.774194,0.677419,5,L
76.424242,12.575758,26.787879,0.722176,12.090909,26,38.090909,0.757576,4,L
82.59375,8.71875,28.03125,0.637148,14.46875,27.375,41.84375,0.84375,15,L
75.352941,10.735294,27.264706,0.670322,12.588235,23.970588,36.558824,0.735294,4,L
76.088235,7.029412,26.617647,0.693487,12.411765,23.794118,36.205882,0.588235,11,L
72.029412,3.941176,25.441176,0.671452,12.088235,23.588235,35.676471,0.735294,12,L
65.5,2.875,23.5,0.695524,8.0625,23.53125,31.59375,0.59375,8,L
68.125,2.15625,23.8125,0.685204,11.9375,25.25,37.1875,0.5625,10,L
80.84375,9,28.875,0.730507,12.15625,22.375,34.53125,0.6875,11,L
68.870968,6.83871,24.096774,0.665884,13.774194,23.16129,36.935484,0.709677,13,L
71.034483,4.37931,22.482759,0.766077,11.793103,23.793103,35.586207,0.655172,15,L
76.666667,8.909091,27.909091,0.656685,14.181818,28.333333,42.515152,0.787879,2,L
76,10.375,25.09375,0.718494,10.9375,26,36.9375,0.8125,2,L
85.090909,8.545455,29.878788,0.707314,12.454545,26.30303,38.757576,0.727273,13,L
77.088235,17.264706,27.441176,0.691945,11.205882,23.294118,34.5,0.941176,1,L
65.848485,7.545455,23.848485,0.672257,15.484848,24.69697,40.181818,0.818182,9,L
63.030303,0.606061,22.454545,0.74239,9.969697,21.606061,31.575758,0.575758,10,L
74.0625,13.09375,26.09375,0.666522,14.21875,25.65625,39.875,0.84375,1,L
69.5,5.566667,24.433333,0.725704,9.766667,24.733333,34.5,0.8,13,L
72.65625,11.21875,25.6875,0.723966,11.03125,24.1875,35.21875,0.78125,3,L
70.176471,9.176471,24.941176,0.702909,9.058824,24.117647,33.176471,0.794118,12,L
71.03125,12.125,26.09375,0.711318,12.59375,24.6875,37.28125,0.9375,2,L
67.862069,2.103448,23.137931,0.767969,8.724138,23.965517,32.689655,0.551724,15,L
70.0625,3.65625,24.375,0.714819,10.90625,21.84375,32.75,0.65625,6,L
61.393939,1.484848,21.090909,0.64565,11.363636,24.424242,35.787879,0.606061,14,L
73.606061,10.272727,26.878788,0.65345,12.606061,25.242424,37.848485,0.787879,3,L
70.9375,8.78125,25.59375,0.694375,11.03125,25.0625,36.09375,0.78125,7,L
70.636364,3.333333,24.909091,0.67014,13.878788,24.090909,37.969697,0.575758,9,L
74.911765,13.529412,26.470588,0.651182,13.794118,26.705882,40.5,0.794118,4,L
68.612903,7.129032,22.967742,0.696229,12.225806,23.645161,35.870968,0.741935,7,L
68.9,6.566667,24.6,0.724152,11.5,24.5,36,0.733333,12,L
69.96875,4.1875,24.53125,0.688595,11.8125,25.40625,37.21875,0.6875,7,L
71.793103,3,25.241379,0.696762,11.344828,23.275862,34.62069,0.551724,16,L
71.90625,9.28125,25.65625,0.692283,11.25,23.9375,35.1875,0.75,8,L
66.848485,4.060606,24.181818,0.651502,10.151515,23.848485,34,0.575758,11,L
70.482759,-0.241379,23.482759,0.720609,10.344828,24.068966,34.413793,0.551724,16,L
71.28125,13.28125,24.375,0.71638,10.59375,26.625,37.21875,0.90625,12,L
71.529412,4.088235,24.264706,0.716829,10.911765,21.088235,32,0.676471,11,L
76.212121,8.575758,25,0.74512,10.878788,26.060606,36.939394,0.69697,5,L
72.71875,7.15625,24.28125,0.748057,12.25,24.875,37.125,0.65625,9,L
83.515152,13.121212,30.363636,0.6673,14.030303,25.30303,39.333333,0.69697,7,L
69.548387,5.451613,23.677419,0.700299,14.387097,23.032258,37.419355,0.645161,5,L
68.193548,9.870968,23.870968,0.801133,10.548387,21.516129,32.064516,0.741935,4,L
73.818182,5.969697,26.090909,0.68648,11.060606,21.424242,32.484848,0.636364,14,L
72.612903,8.064516,24.612903,0.739837,10.225806,25.258065,35.483871,0.774194,6,L
64.9375,6.8125,23.625,0.713127,10.8125,24.375,35.1875,0.65625,9,L
74.272727,9,26.090909,0.745847,12.121212,23.909091,36.030303,0.787879,3,L
81.393939,13.878788,27.909091,0.728549,11.515152,24.787879,36.30303,0.787879,14,L
78.354839,10.774194,27.967742,0.705991,10.806452,27.096774,37.903226,0.741935,14,L
71.666667,9.878788,26.424242,0.75003,9.969697,24.909091,34.878788,0.727273,12,L
68.5,7.323529,25.058824,0.620009,13.5,22.705882,36.205882,0.705882,6,L
66.28125,2.71875,22.71875,0.685583,9.5625,25.25,34.8125,0.65625,11,L
71.032258,2.677419,24.129032,0.771632,8.193548,23.129032,31.322581,0.645161,11,L
68.848485,4.727273,25.363636,0.658507,12.333333,25.515152,37.848485,0.606061,9,L
80.030303,10.484848,28.030303,0.729489,9.515152,26.636364,36.151515,0.848485,8,L
77.354839,9.451613,26.483871,0.767954,12.290323,26.225806,38.516129,0.774194,13,L
70.878788,2.939394,24.30303,0.7421,11.727273,21.575758,33.30303,0.606061,15,L
77.515152,9.060606,25.757576,0.704144,11.909091,24.666667,36.575758,0.818182,2,L
76.272727,10.242424,26.424242,0.714837,11.454545,23.69697,35.151515,0.69697,7,L
70.333333,7.424242,25.272727,0.683405,11.666667,25.030303,36.69697,0.727273,3,L
68.433333,9.333333,24.233333,0.695976,11.3,25.033333,36.333333,0.733333,3,L
73.967742,10.774194,24.935484,0.712116,10.967742,26.16129,37.129032,0.806452,7,L
65.068966,10.034483,22.034483,0.746565,8.551724,24.37931,32.931034,0.862069,12,L
77.272727,11.727273,25.969697,0.750759,10.787879,24.121212,34.909091,0.757576,4,L
83.25,10.6875,30.9375,0.719103,10.78125,23.96875,34.75,0.78125,14,L
73.1875,6.46875,24.875,0.691991,10.84375,25.875,36.71875,0.6875,8,L
75.030303,13.090909,26.666667,0.696358,11.121212,25.787879,36.909091,0.818182,2,L
71.419355,7.709677,24.83871,0.662765,14.225806,23.032258,37.258065,0.677419,8,L
76.676471,17.676471,27.323529,0.721012,12.5,26.617647,39.117647,0.941176,1,W
72.625,6.75,25.375,0.723217,13.96875,25.25,39.21875,0.65625,16,L
75.625,10.21875,25.75,0.770202,10.84375,24.71875,35.5625,0.78125,15,L
73.774194,9.16129,25.580645,0.660076,11.290323,24.354839,35.645161,0.741935,12,L
81.878788,4.545455,27.212121,0.729048,11.878788,26.757576,38.636364,0.757576,16,L
68.828571,7.657143,24.228571,0.681474,13.142857,25.085714,38.228571,0.742857,4,L
67.59375,3.78125,23,0.718844,13.28125,22.0625,35.34375,0.75,15,L
75.9375,9.71875,26.5,0.720322,11.8125,24,35.8125,0.78125,3,L
75.294118,12.147059,26.823529,0.722117,9.470588,24.941176,34.411765,0.764706,8,L
66.75,4.5,23.875,0.71249,8.5,22.09375,30.59375,0.71875,4,L
72.147059,13.029412,25.911765,0.704817,11.735294,26.264706,38,0.794118,1,L
80.294118,14.558824,28,0.761097,9.176471,23.029412,32.205882,0.882353,2,L
71.241379,9.034483,24.827586,0.711791,8.758621,24.137931,32.896552,0.793103,13,L
68.909091,-0.363636,23.939394,0.661269,13.242424,23.878788,37.121212,0.636364,16,L
74.214286,11.857143,24.642857,0.727698,10.642857,22.607143,33.25,0.964286,6,L
73.382353,5.352941,26.676471,0.693901,12.147059,25.029412,37.176471,0.647059,11,L
72.5625,12.90625,24.84375,0.701766,11.09375,26.5,37.59375,0.8125,5,L
77.393939,9.30303,26.484848,0.656119,14.454545,25.545455,40,0.727273,13,L
69.5625,2.8125,24.3125,0.659076,11.1875,24.9375,36.125,0.75,15,L
81.970588,15.117647,30,0.690657,15.676471,29.382353,45.058824,0.852941,1,L
66.484848,4.969697,22.909091,0.697293,10.272727,23.757576,34.030303,0.666667,7,L
70.212121,7.545455,24.363636,0.672797,12.69697,21.545455,34.242424,0.787879,13,L
74.764706,15.705882,27.588235,0.692043,11.882353,25.058824,36.941176,0.794118,2,L
72.181818,6.181818,25.545455,0.647417,11.272727,21.757576,33.030303,0.636364,10,L
76.375,9.75,25.96875,0.736578,10.15625,23.875,34.03125,0.78125,14,L
70.129032,5.870968,25.193548,0.700245,10.483871,26.096774,36.580645,0.774194,6,L
58.8125,1.5,21.1875,0.717934,10.375,23.3125,33.6875,0.59375,12,L
70.741935,4.516129,23.709677,0.731559,13.709677,22.451613,36.16129,0.741935,9,L
70.677419,5.677419,24.096774,0.751272,11.387097,24.290323,35.677419,0.645161,14,L
