@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R5,7-8,24'

@attribute Season numeric
@attribute team numeric
@attribute pts.RS numeric
@attribute pts.opp.RS numeric
@attribute fgm.RS numeric
@attribute fgm2.RS numeric
@attribute fga2.RS numeric
@attribute fg2.per.RS numeric
@attribute fgm3.RS numeric
@attribute fga3.RS numeric
@attribute fg3.per.RS numeric
@attribute ftm.RS numeric
@attribute fta.RS numeric
@attribute ft.per.RS numeric
@attribute or.RS numeric
@attribute dr.RS numeric
@attribute tr.RS numeric
@attribute ast.RS numeric
@attribute to.RS numeric
@attribute stl.RS numeric
@attribute pf.RS numeric
@attribute wperc.RS numeric
@attribute lperc.RS numeric
@attribute region.TS {Y,Z,W,X}
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
2006,1326,74.7,63.5,26.266667,17.866667,33.3,0.535366,8.4,22.666667,0.375592,13.766667,19.133333,0.71154,10.1,23.933333,34.033333,15.7,12.133333,7,15.4,0.833333,0.166667,Y,2,L
2006,1328,68.607143,63.035714,24.428571,18.392857,37.642857,0.491544,6.035714,16.821429,0.356258,13.714286,19.178571,0.724172,14.642857,21.964286,36.607143,14.464286,14.035714,7.107143,16.928571,0.714286,0.285714,Y,6,L
2006,1331,74.322581,67.806452,25.935484,19.387097,40.225806,0.486473,6.548387,17,0.382414,15.903226,22.354839,0.714055,13.483871,23.903226,37.387097,15.83871,14.419355,6.645161,17.612903,0.645161,0.354839,X,16,L
2006,1334,73.724138,63.586207,26.551724,20.103448,37.965517,0.534412,6.448276,16.758621,0.387489,14.172414,19,0.731344,9.862069,25.310345,35.172414,15.655172,12.551724,5.931034,15.37931,0.758621,0.241379,Y,13,L
2006,1335,69,60.074074,24.703704,18.111111,34.296296,0.533561,6.592593,20.703704,0.315309,13,19.222222,0.657512,10.518519,21.740741,32.259259,14.407407,13.592593,10.037037,17.962963,0.703704,0.296296,W,15,L
2006,1338,72.451613,62.774194,25.290323,19.032258,38.193548,0.49857,6.258065,17.774194,0.355054,15.612903,22.677419,0.696292,13.096774,26.096774,39.193548,16.516129,13.741935,6.354839,17.064516,0.774194,0.225806,X,5,L
2006,1356,60.774194,55.741935,21.290323,15.612903,34.935484,0.451902,5.677419,16.870968,0.337415,12.516129,18.193548,0.692342,11.83871,20.967742,32.806452,12.290323,14.322581,8.580645,19.645161,0.709677,0.290323,W,11,L
2006,1361,73.933333,66.8,25.2,18.433333,37.933333,0.493126,6.766667,17.166667,0.397215,16.766667,23.233333,0.715048,13.133333,21.833333,34.966667,13.166667,14.833333,7.733333,16.666667,0.733333,0.266667,X,11,L
2006,1371,67.827586,66.448276,23.137931,17.344828,38.931034,0.442143,5.793103,17.241379,0.331025,15.758621,21.310345,0.735154,12.551724,24.310345,36.862069,12.517241,13.448276,6.758621,18.793103,0.62069,0.37931,Z,10,L
2006,1375,74.103448,65.896552,25.793103,17.241379,33.37931,0.517192,8.551724,23.413793,0.368067,13.965517,19.827586,0.709339,11.172414,22.758621,33.931034,14.172414,13.241379,8.482759,18.724138,0.793103,0.206897,Y,14,L
2006,1380,65.774194,64.516129,24.677419,20.193548,41.903226,0.480356,4.483871,14.064516,0.30993,11.935484,18.419355,0.652825,13.096774,25.709677,38.806452,12.354839,17.580645,7.580645,17.870968,0.612903,0.387097,W,16,L
2006,1393,72.852941,69,26.264706,18.735294,37.794118,0.503384,7.529412,21.970588,0.346801,12.794118,19.911765,0.648215,13.676471,24.647059,38.323529,15.558824,15.294118,9.029412,17.911765,0.676471,0.323529,W,5,L
2006,1397,81.321429,73.678571,28.857143,19.964286,39.25,0.513337,8.892857,22.607143,0.394213,14.714286,21,0.696509,11.535714,21.821429,33.357143,17.214286,12.964286,10.214286,18,0.75,0.25,Z,2,L
2006,1400,76.121212,60.090909,26.969697,19.545455,38.151515,0.509244,7.424242,19.545455,0.379231,14.757576,20.454545,0.730211,14.060606,26.181818,40.242424,14.909091,13.69697,8.151515,15.30303,0.818182,0.181818,W,2,L
2006,1401,69.206897,60.448276,23.551724,17,34.068966,0.498176,6.551724,18.275862,0.352318,15.551724,23.034483,0.663318,10.37931,21.310345,31.689655,16.758621,13.413793,8.655172,21.586207,0.724138,0.275862,W,12,L
2006,1412,73.931034,65.413793,26.206897,19.103448,37.586207,0.515448,7.103448,20.586207,0.346071,14.413793,22.206897,0.65709,10.655172,20.206897,30.862069,15.275862,12.862069,11.103448,18.206897,0.793103,0.206897,Z,9,L
2006,1417,68.575758,59.121212,24.393939,18.121212,33.181818,0.545554,6.272727,17.575758,0.354679,13.515152,19.212121,0.699394,10.878788,22.090909,32.969697,14.060606,14.545455,5.636364,16.151515,0.818182,0.181818,X,2,L
2006,1423,67.65625,58.96875,24.21875,17.8125,37.375,0.479687,6.40625,19.28125,0.34252,12.8125,18.21875,0.688524,11.90625,24.28125,36.1875,15.1875,12.46875,7.6875,20.625,0.78125,0.21875,W,9,L
2006,1429,71.466667,64.333333,26.033333,18.666667,34.8,0.540689,7.366667,18.3,0.398463,12.033333,16.566667,0.717436,9.433333,23.833333,33.266667,16.833333,13,5.3,15.733333,0.733333,0.266667,Z,12,L
2006,1437,75.413793,63.793103,25.034483,15.931034,35.241379,0.455148,9.103448,23.551724,0.382623,16.241379,21.62069,0.755177,13.482759,22.758621,36.241379,12.62069,11.275862,7.586207,18.37931,0.862069,0.137931,Y,1,L
2006,1449,82.4,69.433333,30.1,23.533333,45.433333,0.513974,6.566667,18,0.356455,15.633333,20.9,0.753685,14.833333,23.033333,37.866667,16.533333,15.033333,7.933333,18.933333,0.8,0.2,Z,5,L
2006,1452,70.655172,65.034483,25.517241,15.482759,28,0.551422,10.034483,29.310345,0.344587,9.586207,12.862069,0.748014,7.827586,19.724138,27.551724,17.586207,8.344828,7.896552,13,0.655172,0.344828,W,6,L
2006,1454,73.535714,65.75,25.642857,19.071429,39.25,0.485183,6.571429,19.464286,0.330535,15.678571,22.678571,0.692935,14.321429,23.892857,38.214286,12.5,13.785714,6.785714,19.428571,0.714286,0.285714,Y,11,L
2006,1455,68.322581,61.548387,23.774194,17.032258,35.677419,0.480083,6.741935,18.193548,0.362889,14.032258,19.322581,0.740882,11.83871,25.032258,36.870968,14.967742,12.903226,5.290323,15.451613,0.741935,0.258065,Z,7,L
2006,1457,72.678571,61,24.857143,16.892857,34.142857,0.490613,7.964286,21.678571,0.370598,15,21.464286,0.694102,12.928571,23.107143,36.035714,15.714286,13.928571,9.25,17.142857,0.75,0.25,Z,15,L
2006,1458,71,64.7,25.033333,18.733333,39.5,0.473675,6.3,18.433333,0.347288,14.633333,22.066667,0.653383,12.933333,23.633333,36.566667,13.4,11.633333,5.366667,17.2,0.633333,0.366667,Y,9,L
2006,1462,71.451613,62.935484,24.419355,17.709677,34.645161,0.513633,6.709677,18.064516,0.364973,15.903226,21.935484,0.717098,10.580645,24.580645,35.16129,15.741935,12.967742,6.290323,17.645161,0.677419,0.322581,X,14,L
2007,1107,68.25,64.46875,24.25,17.40625,35.09375,0.497276,6.84375,18.15625,0.373955,12.90625,17.875,0.700403,11,22.96875,33.96875,13.125,13.375,5.90625,19.21875,0.71875,0.28125,X,13,L
2007,1112,78.466667,72.5,27.5,21.9,40.966667,0.537335,5.6,16.333333,0.34943,17.866667,23.966667,0.744289,12.366667,25.166667,37.533333,16.2,13.733333,6,13.4,0.666667,0.333333,Y,8,L
2007,1116,71.382353,65.705882,25.294118,19.147059,37.058824,0.519022,6.147059,17.441176,0.345086,14.647059,20.882353,0.698708,11.235294,24.294118,35.529412,15.176471,15.323529,6.911765,17.382353,0.617647,0.382353,W,12,L
2007,1125,72.645161,64.322581,25.774194,16.903226,30.83871,0.557734,8.870968,24.193548,0.36221,12.225806,17.677419,0.689381,10.870968,25.83871,36.709677,15.709677,15.903226,6.096774,18.580645,0.709677,0.290323,W,15,L
2007,1130,74.645161,69.870968,25.516129,19.645161,36.419355,0.548342,5.870968,16.806452,0.347021,17.741935,24.516129,0.727158,11.83871,22.806452,34.645161,14.774194,14.129032,5.774194,15.387097,0.645161,0.354839,W,7,L
2007,1139,68.290323,56.935484,21.806452,12.806452,25.516129,0.509249,9,24.451613,0.360329,15.677419,20.645161,0.748382,9,20.935484,29.935484,12.290323,9.225806,5,19.322581,0.806452,0.193548,Y,5,L
2007,1140,77.34375,69.625,28.28125,20.90625,39.625,0.529235,7.375,18.125,0.411214,13.40625,20.40625,0.66356,11.9375,25.375,37.3125,15.78125,13.53125,5.84375,19.40625,0.75,0.25,X,8,L
2007,1148,69.30303,65.727273,23.363636,15.727273,33.545455,0.470493,7.636364,20.060606,0.374605,14.939394,20.545455,0.72945,11.969697,22.969697,34.939394,12.606061,14.212121,6.060606,16.121212,0.666667,0.333333,X,16,L
2007,1166,67.15625,60.4375,22.1875,15.875,31.34375,0.513888,6.3125,18.375,0.34453,16.46875,21.8125,0.748877,10.28125,22.5,32.78125,13.40625,12.84375,6.25,16.6875,0.6875,0.3125,X,10,L
2007,1172,80,68.709677,27.709677,18.483871,37,0.503156,9.225806,24.709677,0.370211,15.354839,20.354839,0.770451,13.032258,26.741935,39.774194,15.483871,14.645161,7.741935,17.935484,0.870968,0.129032,Y,13,L
2007,1181,70.1875,61.5,24.84375,18.75,37.09375,0.506072,6.09375,15.90625,0.394166,14.40625,20.8125,0.689323,11.28125,23.8125,35.09375,13.1875,15.375,7.375,17.4375,0.6875,0.3125,Z,6,L
2007,1184,65.333333,63.5,23.566667,15.4,27.7,0.557325,8.166667,22.8,0.357132,10.033333,14.766667,0.65948,8.233333,19.966667,28.2,14.433333,13.633333,7.666667,13.9,0.633333,0.366667,W,16,L
2007,1196,79.323529,61.558824,28.558824,21.382353,36.617647,0.58444,7.176471,17.588235,0.412364,15.029412,22.088235,0.678258,11.088235,26.088235,37.176471,15.764706,14,7.088235,15.676471,0.852941,0.147059,Y,1,W
2007,1197,68.967742,70.354839,23.645161,17.83871,36.741935,0.486739,5.806452,16.032258,0.349658,15.870968,24.096774,0.666798,12.612903,23.709677,36.322581,13.419355,17.548387,6.645161,18,0.580645,0.419355,Z,16,L
2007,1203,71.064516,64.193548,26.16129,20.741935,41.935484,0.497712,5.419355,14.548387,0.369858,13.322581,18.903226,0.726092,12.096774,21.903226,34,14.709677,13.677419,9.322581,18.870968,0.741935,0.258065,W,11,L
2007,1207,68.46875,56.875,24.5,18.21875,31.21875,0.589631,6.28125,17.15625,0.360111,13.1875,18.375,0.703255,10.75,22.53125,33.28125,14.34375,13.75,5.21875,16.5,0.8125,0.1875,W,2,L
2007,1210,79.096774,69.516129,29.354839,22.967742,42.548387,0.541009,6.387097,17.064516,0.371487,14,20.483871,0.667779,13.677419,22.612903,36.290323,15.483871,15.870968,10,20.709677,0.645161,0.354839,Y,10,L
2007,1211,79.121212,70.090909,27.69697,20.939394,39.757576,0.531151,6.757576,17.090909,0.394745,16.969697,22.606061,0.752259,10.515152,27.090909,37.606061,14.484848,14.030303,6.242424,19.30303,0.69697,0.30303,Z,10,L
2007,1221,64.242424,57.363636,21.939394,16.181818,33.939394,0.4782,5.757576,16.151515,0.360178,14.606061,19.878788,0.742149,11.363636,20.787879,32.151515,13.727273,15.181818,9.545455,18.121212,0.757576,0.242424,Z,13,L
2007,1228,64.5,57.147059,22.676471,15.764706,32.676471,0.490127,6.911765,19.823529,0.350031,12.235294,19.558824,0.630146,12.588235,22.529412,35.117647,14,13.823529,5.941176,17.088235,0.676471,0.323529,Z,12,L
2007,1231,70.9,62.166667,24.766667,16.833333,34.166667,0.490576,7.933333,20.666667,0.382581,13.433333,18.866667,0.712686,11.666667,21.633333,33.3,13.366667,12.366667,6.633333,20.8,0.666667,0.333333,Z,7,L
2007,1238,71.030303,72.30303,25.030303,19.393939,42,0.46612,5.636364,17.757576,0.314284,15.333333,21.757576,0.699795,13.363636,22.666667,36.030303,13.515152,15.424242,8.181818,20.69697,0.606061,0.393939,Y,16,L
2007,1242,78.441176,61.029412,29.058824,23.088235,43.647059,0.531712,5.970588,15.647059,0.377095,14.352941,21.529412,0.665182,13.058824,27.323529,40.382353,16.764706,14,8.911765,18.647059,0.882353,0.117647,Z,1,L
2007,1246,73.53125,67.375,26.4375,19.6875,36.28125,0.545238,6.75,18.90625,0.35904,13.90625,19.875,0.704133,10.78125,25.65625,36.4375,15.875,14.6875,5.96875,15.84375,0.65625,0.34375,Z,8,L
2007,1253,80.533333,73.9,28.3,19.766667,39.133333,0.513357,8.533333,22.933333,0.375238,15.4,21.833333,0.697364,12.8,23.833333,36.633333,14.333333,13.733333,7.433333,17.2,0.766667,0.233333,X,12,L
2007,1257,71.290323,62.903226,24.935484,17.516129,35.258065,0.49856,7.419355,22.354839,0.332416,14,20.677419,0.681543,13.580645,23.451613,37.032258,14.935484,12.870968,7.451613,20.387097,0.709677,0.290323,X,6,L
2007,1266,72.4375,65,25.28125,18.875,38.34375,0.493778,6.40625,19.125,0.346507,15.46875,23.03125,0.670715,14.25,22.5,36.75,14.1875,14.53125,8.65625,20.40625,0.71875,0.28125,W,8,L
2007,1268,79.5,67.59375,28.65625,22.90625,44.8125,0.512518,5.75,15.03125,0.384685,16.4375,23.53125,0.704444,12.625,25.9375,38.5625,17.34375,15.78125,7.53125,18.21875,0.75,0.25,Y,4,L
2007,1272,79.575758,62.333333,28.090909,20.424242,39.060606,0.530078,7.666667,21.818182,0.348876,15.727273,25.787879,0.615157,14.787879,25.121212,39.909091,15.060606,13.575758,9.818182,19.757576,0.909091,0.090909,X,2,L
2007,1275,59.5625,57.40625,21.84375,16.78125,32.28125,0.521415,5.0625,15.25,0.338544,10.8125,15.25,0.691461,8.03125,22.40625,30.4375,12.84375,13.34375,5.8125,17.03125,0.5625,0.4375,Y,14,L
2007,1277,65.090909,56.69697,23.090909,17.939394,35.212121,0.513322,5.151515,13.818182,0.362787,13.757576,19.363636,0.695574,11.484848,23.666667,35.151515,16,15.030303,5.121212,18.333333,0.666667,0.333333,W,9,L
2007,1305,77.677419,67.258065,28,20.516129,39.290323,0.52326,7.483871,18.096774,0.413638,14.193548,18.806452,0.755441,11.612903,26.548387,38.16129,16.548387,13.032258,5.451613,16.709677,0.870968,0.129032,X,7,L
2007,1308,77.65625,72.09375,26.4375,20.59375,40.4375,0.512881,5.84375,14.78125,0.389205,18.9375,29.09375,0.653858,13.40625,24.625,38.03125,13.6875,17.03125,7.125,20.8125,0.75,0.25,W,13,L
2007,1310,76.060606,73.727273,25.575758,17.575758,37.69697,0.472652,8,22.818182,0.362552,16.909091,23.090909,0.737343,14.666667,23.424242,38.090909,13.575758,13.363636,6.272727,17.363636,0.666667,0.333333,Z,16,L
2007,1314,86.264706,68.117647,31.470588,25.705882,46.617647,0.554072,5.764706,15.794118,0.37088,17.558824,24.823529,0.709493,13.411765,27.294118,40.705882,18.647059,13.941176,8.382353,17.294118,0.823529,0.176471,W,1,L
2007,1317,76.233333,72.133333,27.1,20.333333,41.6,0.491253,6.766667,17.833333,0.379958,15.266667,23.4,0.652838,13.766667,25.2,38.966667,12.433333,15.466667,6.166667,20.4,0.666667,0.333333,X,15,L
2007,1323,81.548387,67.806452,27.129032,18,35.903226,0.500296,9.129032,23,0.396082,18.16129,24.193548,0.74077,12.677419,25.677419,38.354839,17.483871,12.935484,8.419355,18.064516,0.774194,0.225806,Y,6,L
2007,1326,73.636364,60.151515,26.272727,18.818182,35.181818,0.540974,7.454545,20.515152,0.357503,13.636364,19.606061,0.70247,11.181818,24.515152,35.69697,15.575758,11.757576,6.818182,13.575758,0.909091,0.090909,X,1,L
2007,1330,70.125,62.15625,24.0625,16.84375,34.84375,0.478558,7.21875,20.5625,0.357734,14.78125,20.5,0.722654,12.125,24.5625,36.6875,14.96875,12.34375,7.625,18.71875,0.75,0.25,Y,12,L
2007,1331,71.71875,65.46875,24.15625,18.15625,35.28125,0.520248,6,16.125,0.373179,17.40625,24.53125,0.710069,10.6875,24.40625,35.09375,13.5,15.28125,6.25,17.875,0.6875,0.3125,W,14,L
2007,1332,76.393939,65.939394,26.272727,16.787879,33.69697,0.498019,9.484848,24.636364,0.387296,14.363636,19.121212,0.746681,12.212121,22.848485,35.060606,14.272727,12.606061,7.121212,16.030303,0.787879,0.212121,Y,3,L
2007,1335,74.068966,67.517241,26.862069,20.793103,38.517241,0.542044,6.068966,16.551724,0.356951,14.275862,21.275862,0.670292,10.689655,22.448276,33.137931,17.241379,13.965517,8.551724,18.206897,0.724138,0.275862,X,14,L
2007,1338,71.147059,62.441176,25.882353,19.823529,38.764706,0.512565,6.058824,16.176471,0.380789,13.323529,20,0.664009,12.205882,23.558824,35.764706,17.441176,11.705882,5.323529,16.470588,0.794118,0.205882,Z,3,L
2007,1345,69.90625,63.03125,24.71875,18.1875,35.375,0.518268,6.53125,18.125,0.363645,13.9375,20.40625,0.692195,11.1875,21.75,32.9375,13.75,14.21875,7.6875,19.71875,0.65625,0.34375,Y,9,L
2007,1356,63.28125,57.34375,21.21875,15,29.90625,0.50891,6.21875,16.84375,0.373822,14.625,21.125,0.690346,9.375,20.09375,29.46875,11.59375,13.96875,6.375,20.375,0.8125,0.1875,Z,4,L
2007,1390,69.933333,66.766667,25.233333,19.533333,40,0.487844,5.7,16.233333,0.354284,13.766667,19.933333,0.68795,12.6,25.933333,38.533333,15,14.6,4.733333,18.266667,0.6,0.4,X,11,L
2007,1394,79.166667,70.466667,27.633333,21.866667,38.433333,0.568924,5.766667,14.3,0.400969,18.133333,25.2,0.722734,11.2,24.166667,35.366667,17.933333,16.366667,7.4,19.033333,0.8,0.2,Y,15,L
2007,1397,79.65625,74.4375,27.6875,18.75,37.125,0.504343,8.9375,25.375,0.355785,15.34375,23.46875,0.639712,13.59375,21.96875,35.5625,15.46875,14.59375,9.8125,19.8125,0.6875,0.3125,X,5,L
2007,1400,82.212121,71.939394,27.69697,18.69697,39.424242,0.472544,9,22.666667,0.399123,17.818182,24.484848,0.727397,14,26.181818,40.181818,13.878788,12.272727,7.606061,17.272727,0.727273,0.272727,W,4,L
2007,1401,76.322581,59.193548,27,20.483871,38.483871,0.533496,6.516129,15.451613,0.411846,15.806452,21.83871,0.717994,10.193548,25.548387,35.741935,18,12.516129,6.774194,19.516129,0.806452,0.193548,X,3,L
2007,1403,71.575758,68.636364,24.606061,18.515152,39.545455,0.4703,6.090909,14.787879,0.402675,16.272727,22.060606,0.738323,9.393939,21.363636,30.757576,13.363636,11.818182,6.878788,17.454545,0.636364,0.363636,W,10,L
2007,1417,71.966667,60.566667,26.733333,19.933333,37.133333,0.539427,6.8,18.5,0.36089,11.7,18.033333,0.653807,11.066667,21.833333,32.9,14.6,12.2,7.366667,16,0.833333,0.166667,Z,2,L
2007,1424,75.030303,66.909091,26.606061,18.939394,38.181818,0.495527,7.666667,21.090909,0.354477,14.151515,19.878788,0.720856,12.060606,22.606061,34.666667,14.848485,11.424242,8.151515,17.969697,0.818182,0.181818,Y,7,L
2007,1425,71.411765,65.029412,25.529412,19.882353,39.470588,0.507405,5.647059,14,0.403714,14.705882,20.794118,0.692549,9.323529,24.676471,34,12.823529,14.705882,5.5,17.823529,0.676471,0.323529,W,5,L
2007,1433,74.787879,64.757576,25.636364,18.727273,38.454545,0.491282,6.909091,17.272727,0.398975,16.606061,22.909091,0.718683,12.060606,21.272727,33.333333,13.575758,11.393939,7.454545,18.030303,0.818182,0.181818,Z,11,L
2007,1435,75.733333,71.466667,26.4,17.233333,33.566667,0.514038,9.166667,24.533333,0.367269,13.766667,18.9,0.73807,10.133333,23.1,33.233333,16.666667,12.466667,7.366667,17,0.633333,0.366667,W,6,L
2007,1437,72.16129,64.677419,23.225806,15.612903,33.548387,0.462686,7.612903,21.580645,0.354385,18.096774,23.096774,0.779509,13.225806,23.032258,36.258065,12.645161,13.645161,7.935484,19.387097,0.677419,0.322581,Z,9,L
2007,1438,77.448276,71.758621,25.517241,17.37931,36.37931,0.480565,8.137931,22.206897,0.363311,18.275862,24.793103,0.734589,13.482759,25.517241,39,13,13.724138,4.655172,20.103448,0.655172,0.344828,X,4,L
2007,1439,72.032258,65.129032,26.387097,21.612903,43.064516,0.512007,4.774194,12.967742,0.362795,14.483871,21.741935,0.661163,11.064516,22.483871,33.548387,13.258065,10.967742,8.387097,18.354839,0.645161,0.354839,Z,5,L
2007,1450,66.53125,59.125,24.125,18.375,36.40625,0.505528,5.75,15.46875,0.374203,12.53125,17.625,0.711655,7.84375,22.53125,30.375,13.875,10.3125,6.65625,16.25,0.78125,0.21875,W,3,L
2007,1451,71.035714,70.285714,23.964286,18.25,34.714286,0.522086,5.714286,14.642857,0.399232,17.392857,25.964286,0.656189,9.678571,22.964286,32.642857,13.607143,15.821429,6.607143,19.535714,0.607143,0.392857,Z,15,L
2007,1457,74.107143,62.857143,26.785714,18.714286,33.75,0.552203,8.071429,22.5,0.354114,12.464286,19.678571,0.610915,11.857143,25.214286,37.071429,16.5,13.321429,7.464286,17.25,0.857143,0.142857,Y,11,L
2007,1458,70.088235,57.235294,24.235294,18.411765,36,0.5107,5.823529,16.352941,0.357124,15.794118,23.264706,0.66797,11.352941,23.735294,35.088235,13.735294,11.441176,5.676471,14.941176,0.852941,0.147059,Y,2,L
2007,1460,64.59375,61.625,23.21875,17.75,36.9375,0.484336,5.46875,15.59375,0.36319,12.6875,17.25,0.729068,10.03125,22.15625,32.1875,12.1875,12.25,5.84375,17.46875,0.71875,0.28125,Z,14,L
2007,1462,76.40625,64.78125,24.96875,17.0625,31.8125,0.541681,7.90625,20.28125,0.389291,18.5625,25.0625,0.73672,10.90625,22.90625,33.8125,15.09375,12.875,5.75,17.59375,0.75,0.25,X,9,L
2008,1110,65.09375,61.78125,21.15625,13.3125,28.625,0.472385,7.84375,19.15625,0.410273,14.9375,20.09375,0.736269,9.46875,22.5625,32.03125,11.90625,13.625,4.59375,17.53125,0.65625,0.34375,W,15,L
2008,1112,71.5625,66.78125,24.71875,18.125,35.3125,0.517862,6.59375,16.65625,0.397466,15.53125,20.90625,0.729058,8.34375,22.6875,31.03125,15.34375,12.21875,5.625,16.5,0.5625,0.4375,Z,10,L
2008,1116,73.636364,67.030303,26.727273,20.848485,40.060606,0.521004,5.878788,17.333333,0.339023,14.30303,21.272727,0.669991,12.818182,23.939394,36.757576,14.545455,15.454545,7,18.969697,0.666667,0.333333,W,9,L
2008,1122,74.588235,70.676471,24.647059,16.794118,34.294118,0.491856,7.852941,20.352941,0.388687,17.441176,24.411765,0.718068,10.117647,21.411765,31.529412,14.441176,12.735294,9.735294,17.558824,0.705882,0.294118,Y,15,L
2008,1124,80.733333,74.466667,27.9,19.466667,39.2,0.498554,8.433333,22.4,0.38129,16.5,22.266667,0.737107,11.733333,25.6,37.333333,11.933333,12.6,7.366667,20.9,0.666667,0.333333,Z,11,L
2008,1125,79.3125,74.28125,27.1875,16.71875,32.03125,0.527392,10.46875,28.84375,0.362647,14.46875,20.71875,0.692172,12.5625,24.15625,36.71875,17.09375,14.90625,8.4375,18.5625,0.75,0.25,Z,15,L
2008,1129,81.21875,76.09375,28.84375,20.71875,36.90625,0.56475,8.125,20.53125,0.400745,15.40625,23.125,0.655574,9.9375,26.125,36.0625,17.46875,15.6875,6.09375,17.75,0.75,0.25,W,14,L
2008,1139,68.34375,57.75,22.71875,13.5,25.9375,0.523129,9.21875,24.53125,0.374995,13.6875,18.5625,0.725719,8.9375,20.71875,29.65625,13,10.25,6.28125,16.9375,0.90625,0.09375,W,7,L
2008,1140,74.058824,63.117647,25.941176,17.764706,34.5,0.517485,8.176471,21.823529,0.379558,14,21.264706,0.653271,10.5,28.5,39,16.882353,14.264706,5.911765,17.735294,0.794118,0.205882,Z,8,L
2008,1155,79.1875,69.5,29.5,21.5,43.3125,0.496813,8,21.0625,0.38136,12.1875,19.5625,0.617937,15.65625,22.59375,38.25,15.8125,14.75,9.8125,19.21875,0.71875,0.28125,X,5,L
2008,1163,77.71875,68.625,26.34375,21.1875,42.59375,0.500387,5.15625,14.34375,0.370758,19.875,27.65625,0.711132,13.53125,28.375,41.90625,14.8125,13.59375,5.75,15.21875,0.75,0.25,Z,4,L
2008,1164,59.147059,66.117647,20.588235,16.5,39.588235,0.419531,4.088235,12.647059,0.328397,13.882353,19.352941,0.708,11.088235,20.205882,31.294118,9.411765,14.617647,7.029412,18.794118,0.411765,0.588235,W,16,L
2008,1165,76.615385,69,27.115385,19.192308,35.923077,0.537678,7.923077,19.423077,0.410907,14.461538,18.961538,0.729235,8.923077,24.692308,33.615385,14.884615,13.923077,5.923077,18.423077,0.807692,0.192308,Y,14,L
2008,1168,82.483871,72.903226,29.741935,21.129032,40.096774,0.532486,8.612903,22.354839,0.383407,14.387097,20.387097,0.702832,12,23.870968,35.870968,15.419355,13.419355,8.83871,18.870968,0.741935,0.258065,X,14,L
2008,1172,77.322581,63.129032,28.645161,19.870968,36.419355,0.544947,8.774194,24.322581,0.361657,11.258065,15.451613,0.733816,11.225806,24.870968,36.096774,16.774194,12.193548,7.967742,18.16129,0.806452,0.193548,X,10,L
2008,1179,72.266667,61.033333,24.366667,15.233333,29.9,0.512286,9.133333,24.933333,0.369138,14.4,18.833333,0.762591,11.833333,21.9,33.733333,14.433333,11.433333,7.166667,14.566667,0.866667,0.133333,Z,5,L
2008,1181,84.125,69.3125,28.75,19.46875,37.625,0.519769,9.28125,24.15625,0.379318,17.34375,24.96875,0.697577,12.71875,24.4375,37.15625,15.03125,13.59375,8.6875,19.15625,0.84375,0.15625,Z,2,L
2008,1206,69.878788,62.30303,24.484848,18.363636,34.757576,0.530822,6.121212,17.393939,0.33905,14.787879,21,0.7122,9.969697,24.454545,34.424242,13.242424,11.969697,5.575758,15.484848,0.69697,0.30303,W,12,L
2008,1207,69.71875,57.96875,25.09375,17.25,31,0.559786,7.84375,20.625,0.377251,11.6875,17.5625,0.660793,9.90625,25.09375,35,15.6875,13.21875,7.125,17.53125,0.84375,0.15625,X,2,L
2008,1208,67.875,66.96875,24.5625,18.59375,39.65625,0.466653,5.96875,18.125,0.33842,12.78125,18.9375,0.682156,13.65625,24.8125,38.46875,11.53125,14.75,6.71875,18.0625,0.5,0.5,Z,14,L
2008,1211,76.5,63.25,27,20.5,38.28125,0.535836,6.5,17.46875,0.360373,16,22.375,0.721961,11.21875,26.3125,37.53125,14.53125,14.1875,7.5625,17.65625,0.78125,0.21875,X,7,L
2008,1231,75.125,64.6875,25.34375,18.75,35.65625,0.533137,6.59375,19.03125,0.347519,17.84375,23.375,0.7741,11.625,26.40625,38.03125,13.1875,13.71875,7.03125,17.21875,0.78125,0.21875,W,8,L
2008,1242,81.181818,61.666667,29.454545,22.666667,41.333333,0.551004,6.787879,17.030303,0.379574,15.484848,21.878788,0.711084,12.30303,26.424242,38.727273,18.484848,12.909091,9,17.424242,0.909091,0.090909,X,1,W
2008,1243,78.766667,68.966667,27.9,21.266667,42.4,0.503412,6.633333,20.466667,0.325283,16.333333,23.5,0.681632,16.166667,25,41.166667,15.733333,15.166667,7.666667,20.1,0.633333,0.366667,X,11,L
2008,1245,69.235294,61.588235,24.058824,18.264706,35.764706,0.514393,5.794118,15.705882,0.386042,15.323529,21.470588,0.721613,10.970588,22.323529,33.294118,14,14.588235,8.529412,18.794118,0.823529,0.176471,X,9,L
2008,1246,68.6,65.333333,23.733333,17.933333,34.833333,0.522723,5.8,15.766667,0.363537,15.333333,20.9,0.734089,9.733333,24,33.733333,12.733333,15.933333,6.733333,18.733333,0.6,0.4,Y,11,L
2008,1257,71.9375,61.34375,25.5,17.96875,34.25,0.522154,7.53125,22,0.342604,13.40625,20.46875,0.647695,11.65625,26.0625,37.71875,14.8125,13.25,8.09375,18.1875,0.75,0.25,W,3,L
