@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R1-4,7-25'

@attribute pt.diff.RS numeric
@attribute fgm.RS numeric
@attribute wperc.RS numeric
@attribute lperc.RS numeric
@attribute region.TS {Y,Z,W,X}
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
9.757576,24.151515,0.757576,0.242424,X,6,L
7.3125,23.71875,0.65625,0.34375,W,12,L
7.028571,26,0.742857,0.257143,X,3,W
16.794118,28.117647,0.882353,0.117647,X,1,L
8.484848,25.939394,0.787879,0.212121,Y,2,L
7.064516,24.483871,0.677419,0.322581,Z,10,L
11.8125,25.90625,0.8125,0.1875,W,8,L
4.935484,25.451613,0.677419,0.322581,Z,6,L
4.53125,25,0.65625,0.34375,W,10,L
10.6875,26.34375,0.71875,0.28125,Y,11,L
5.032258,22.612903,0.741935,0.258065,X,16,L
6.0625,26.34375,0.59375,0.40625,Z,9,L
1.0625,22.34375,0.59375,0.40625,W,14,L
17.147059,29.588235,0.941176,0.058824,Z,1,L
6.580645,24.870968,0.677419,0.322581,Y,5,L
12.575758,26.787879,0.757576,0.242424,W,4,L
8.71875,28.03125,0.84375,0.15625,W,15,L
10.735294,27.264706,0.735294,0.264706,Z,4,L
7.029412,26.617647,0.588235,0.411765,W,11,L
3.941176,25.441176,0.735294,0.264706,X,12,L
2.875,23.5,0.59375,0.40625,X,8,L
2.15625,23.8125,0.5625,0.4375,Y,10,L
9,28.875,0.6875,0.3125,X,11,L
6.83871,24.096774,0.709677,0.290323,Z,13,L
4.37931,22.482759,0.655172,0.344828,X,15,L
8.909091,27.909091,0.787879,0.212121,W,2,L
10.375,25.09375,0.8125,0.1875,Z,2,L
8.545455,29.878788,0.727273,0.272727,X,13,L
17.264706,27.441176,0.941176,0.058824,W,1,L
7.545455,23.848485,0.818182,0.181818,Y,9,L
0.606061,22.454545,0.575758,0.424242,X,10,L
13.09375,26.09375,0.84375,0.15625,Y,1,L
5.566667,24.433333,0.8,0.2,W,13,L
11.21875,25.6875,0.78125,0.21875,Z,3,L
9.176471,24.941176,0.794118,0.205882,Z,12,L
12.125,26.09375,0.9375,0.0625,X,2,L
2.103448,23.137931,0.551724,0.448276,Y,15,L
3.65625,24.375,0.65625,0.34375,Y,6,L
1.484848,21.090909,0.606061,0.393939,Z,14,L
10.272727,26.878788,0.787879,0.212121,W,3,L
8.78125,25.59375,0.78125,0.21875,X,7,L
3.333333,24.909091,0.575758,0.424242,X,9,L
13.529412,26.470588,0.794118,0.205882,X,4,L
7.129032,22.967742,0.741935,0.258065,Z,7,L
6.566667,24.6,0.733333,0.266667,W,12,L
4.1875,24.53125,0.6875,0.3125,Y,7,L
3,25.241379,0.551724,0.448276,Y,16,L
9.28125,25.65625,0.75,0.25,Z,8,L
4.060606,24.181818,0.575758,0.424242,Z,11,L
-0.241379,23.482759,0.551724,0.448276,W,16,L
13.28125,24.375,0.90625,0.09375,Y,12,L
4.088235,24.264706,0.676471,0.323529,Z,11,L
8.575758,25,0.69697,0.30303,Z,5,L
7.15625,24.28125,0.65625,0.34375,W,9,L
13.121212,30.363636,0.69697,0.30303,W,7,L
5.451613,23.677419,0.645161,0.354839,W,5,L
9.870968,23.870968,0.741935,0.258065,Y,4,L
5.969697,26.090909,0.636364,0.363636,Y,14,L
8.064516,24.612903,0.774194,0.225806,W,6,L
6.8125,23.625,0.65625,0.34375,X,9,L
9,26.090909,0.787879,0.212121,Y,3,L
13.878788,27.909091,0.787879,0.212121,X,14,L
10.774194,27.967742,0.741935,0.258065,Z,14,L
9.878788,26.424242,0.727273,0.272727,X,12,L
7.323529,25.058824,0.705882,0.294118,W,6,L
2.71875,22.71875,0.65625,0.34375,Y,11,L
2.677419,24.129032,0.645161,0.354839,Z,11,L
4.727273,25.363636,0.606061,0.393939,Y,9,L
10.484848,28.030303,0.848485,0.151515,X,8,L
9.451613,26.483871,0.774194,0.225806,Z,13,L
2.939394,24.30303,0.606061,0.393939,X,15,L
9.060606,25.757576,0.818182,0.181818,Y,2,L
10.242424,26.424242,0.69697,0.30303,Z,7,L
7.424242,25.272727,0.727273,0.272727,W,3,L
9.333333,24.233333,0.733333,0.266667,X,3,L
10.774194,24.935484,0.806452,0.193548,W,7,L
10.034483,22.034483,0.862069,0.137931,W,12,L
11.727273,25.969697,0.757576,0.242424,Y,4,L
10.6875,30.9375,0.78125,0.21875,Z,14,L
6.46875,24.875,0.6875,0.3125,Y,8,L
13.090909,26.666667,0.818182,0.181818,X,2,L
7.709677,24.83871,0.677419,0.322581,W,8,L
17.676471,27.323529,0.941176,0.058824,Y,1,W
6.75,25.375,0.65625,0.34375,X,16,L
10.21875,25.75,0.78125,0.21875,Y,15,L
9.16129,25.580645,0.741935,0.258065,Z,12,L
4.545455,27.212121,0.757576,0.242424,Z,16,L
7.657143,24.228571,0.742857,0.257143,Z,4,L
3.78125,23,0.75,0.25,W,15,L
9.71875,26.5,0.78125,0.21875,Z,3,L
12.147059,26.823529,0.764706,0.235294,Z,8,L
4.5,23.875,0.71875,0.28125,X,4,L
13.029412,25.911765,0.794118,0.205882,Z,1,L
14.558824,28,0.882353,0.117647,Z,2,L
9.034483,24.827586,0.793103,0.206897,W,13,L
-0.363636,23.939394,0.636364,0.363636,Y,16,L
11.857143,24.642857,0.964286,0.035714,Z,6,L
5.352941,26.676471,0.647059,0.352941,X,11,L
12.90625,24.84375,0.8125,0.1875,Z,5,L
9.30303,26.484848,0.727273,0.272727,Y,13,L
2.8125,24.3125,0.75,0.25,Z,15,L
15.117647,30,0.852941,0.147059,X,1,L
4.969697,22.909091,0.666667,0.333333,Y,7,L
7.545455,24.363636,0.787879,0.212121,X,13,L
15.705882,27.588235,0.794118,0.205882,W,2,L
6.181818,25.545455,0.636364,0.363636,X,10,L
9.75,25.96875,0.78125,0.21875,Y,14,L
5.870968,25.193548,0.774194,0.225806,X,6,L
1.5,21.1875,0.59375,0.40625,X,12,L
4.516129,23.709677,0.741935,0.258065,W,9,L
5.677419,24.096774,0.645161,0.354839,W,14,L
11.709677,24.258065,0.774194,0.225806,Z,9,L
10.933333,25.466667,0.833333,0.166667,X,7,L
14.181818,27.575758,0.939394,0.060606,W,1,L
6.129032,27.290323,0.774194,0.225806,X,5,L
6.242424,24.727273,0.606061,0.393939,W,11,L
6.2,25.766667,0.7,0.3,W,16,L
9.59375,26.71875,0.75,0.25,Y,6,L
8.617647,23.205882,0.823529,0.176471,Y,12,L
7.941176,24.705882,0.705882,0.294118,W,5,L
6.735294,23.470588,0.676471,0.323529,X,16,L
9.387097,22.677419,0.709677,0.290323,Z,10,L
-2.939394,21.969697,0.454545,0.545455,Y,16,L
5.46875,25.6875,0.59375,0.40625,W,10,L
14.16129,27.387097,0.83871,0.16129,Y,5,L
11,22.121212,0.727273,0.272727,W,4,L
3.333333,25.121212,0.636364,0.363636,Y,10,L
9.677419,25.774194,0.806452,0.193548,X,12,L
4.117647,21.823529,0.705882,0.294118,Y,15,L
9.59375,25.03125,0.78125,0.21875,Z,6,L
12.266667,27.633333,0.8,0.2,Z,11,L
4.62069,24.793103,0.655172,0.344828,Z,13,L
9.5625,24.09375,0.84375,0.15625,W,11,L
4.909091,23.939394,0.757576,0.242424,W,6,L
3.16129,25.322581,0.645161,0.354839,W,12,L
7.878788,23.151515,0.666667,0.333333,Y,10,L
4.375,23.6875,0.65625,0.34375,W,10,L
8.709677,24.935484,0.741935,0.258065,Y,8,L
12.294118,26.676471,0.794118,0.205882,Y,7,L
11.09375,24.5625,0.78125,0.21875,W,14,L
12.875,27.34375,0.84375,0.15625,Y,2,L
5.03125,26.21875,0.6875,0.3125,X,15,L
17.939394,26.212121,0.787879,0.212121,X,3,L
8.83871,23,0.806452,0.193548,X,2,L
17.3125,27.3125,0.9375,0.0625,Z,1,L
4.703704,22.703704,0.666667,0.333333,Z,14,L
3.212121,23.939394,0.636364,0.363636,W,7,L
17.545455,26.878788,0.818182,0.181818,W,1,L
4.939394,28.272727,0.606061,0.393939,Z,15,L
8.424242,27.575758,0.666667,0.333333,Z,10,L
0.823529,22.529412,0.588235,0.411765,W,16,L
13.911765,26.617647,0.852941,0.147059,X,1,L
7.272727,24.666667,0.787879,0.212121,Z,4,L
6.466667,25.733333,0.7,0.3,Z,13,L
-3.40625,22.6875,0.375,0.625,Y,16,L
3.060606,27.090909,0.606061,0.393939,W,16,L
15.588235,25.852941,0.852941,0.147059,Y,1,W
6.258065,24.516129,0.741935,0.258065,W,3,L
10.705882,27.558824,0.882353,0.117647,Y,6,L
9.242424,25.060606,0.818182,0.181818,W,2,L
11.4375,27.65625,0.78125,0.21875,X,4,L
8.125,24.375,0.75,0.25,Y,3,L
6.75,23.875,0.625,0.375,X,11,L
10.617647,27.205882,0.764706,0.235294,Z,12,L
10.060606,27.272727,0.69697,0.30303,Y,9,L
4.827586,23.862069,0.793103,0.206897,W,13,L
13.454545,25.030303,0.848485,0.151515,Y,11,L
0.205882,20.558824,0.529412,0.470588,Y,16,L
7.470588,28.117647,0.705882,0.294118,W,8,L
7.029412,21.970588,0.852941,0.147059,Z,3,L
5.151515,23.848485,0.69697,0.30303,Y,13,L
7.060606,28.333333,0.69697,0.30303,X,8,L
5.518519,27.444444,0.703704,0.296296,X,14,L
7.235294,25.588235,0.735294,0.264706,Z,7,L
11.363636,25.090909,0.787879,0.212121,Z,2,L
4.935484,25.16129,0.645161,0.354839,X,10,L
9.53125,24.78125,0.75,0.25,Y,5,L
8.117647,25.470588,0.764706,0.235294,Y,12,L
1.84375,23.21875,0.625,0.375,W,15,L
14.15625,25.5625,0.75,0.25,Z,8,L
6.290323,25.322581,0.709677,0.290323,X,13,L
7.1,24.266667,0.666667,0.333333,X,7,L
8.172414,22.655172,0.689655,0.310345,Z,16,L
10.575758,23.121212,0.818182,0.181818,Y,4,L
11.5625,26.0625,0.8125,0.1875,Y,11,L
11.257143,25.685714,0.742857,0.257143,W,4,L
4.65625,25.1875,0.71875,0.28125,W,9,L
5.794118,27.676471,0.735294,0.264706,X,6,L
7.515152,24.939394,0.727273,0.272727,W,5,L
12.529412,28,0.764706,0.235294,X,5,L
8.875,24.25,0.78125,0.21875,Y,14,L
2.5,21.1875,0.59375,0.40625,X,9,L
0.705882,23.264706,0.558824,0.441176,X,16,L
8.735294,24.588235,0.764706,0.235294,Z,9,L
9.617647,23.764706,0.676471,0.323529,Z,5,L
2.1875,22.4375,0.5625,0.4375,X,16,L
5.3125,23.03125,0.625,0.375,Z,15,L
14.911765,26.235294,0.882353,0.117647,Z,1,L
6.15625,25.28125,0.65625,0.34375,Y,10,L
5.393939,25,0.666667,0.333333,Z,6,L
6.666667,29.272727,0.666667,0.333333,Z,10,L
-2.733333,21.733333,0.366667,0.633333,Y,16,L
10.393939,23.757576,0.818182,0.181818,W,5,L
1.5,24.666667,0.6,0.4,W,16,L
2.911765,23.5,0.676471,0.323529,X,8,L
8.735294,24.382353,0.764706,0.235294,W,7,W
12.121212,27.484848,0.787879,0.212121,Z,3,L
5.757576,25.666667,0.69697,0.30303,X,11,L
4.382353,26.941176,0.735294,0.264706,W,13,L
11.558824,26.676471,0.764706,0.235294,Y,3,L
5.451613,25.548387,0.709677,0.290323,X,15,L
12.794118,24.382353,0.941176,0.058824,X,1,L
6.53125,25.4375,0.75,0.25,W,9,L
11.272727,26.636364,0.818182,0.181818,Z,8,L
12.137931,24.689655,0.862069,0.137931,W,12,L
11.90625,27.96875,0.625,0.375,Y,11,L
8.969697,29.272727,0.787879,0.212121,W,3,L
9.151515,27.393939,0.727273,0.272727,X,2,L
4,24.34375,0.625,0.375,Y,9,L
9.264706,25.176471,0.705882,0.294118,Y,8,L
21.147059,28.911765,0.852941,0.147059,Y,4,L
7.375,25.15625,0.78125,0.21875,Y,13,L
5.34375,27.25,0.75,0.25,Y,6,L
6.677419,28.032258,0.709677,0.290323,W,8,L
9.741935,26.645161,0.741935,0.258065,Y,14,L
9.030303,25.606061,0.757576,0.242424,Y,2,L
10.617647,27.264706,0.764706,0.235294,W,4,L
-1.71875,25.65625,0.5,0.5,X,16,L
7.285714,26.571429,0.785714,0.214286,Z,12,L
12.967742,23.903226,0.83871,0.16129,W,14,L
1.323529,26.264706,0.617647,0.382353,Y,12,L
2.129032,22.451613,0.612903,0.387097,Z,11,L
8.272727,25.090909,0.818182,0.181818,X,7,L
9.147059,25.794118,0.735294,0.264706,Z,13,L
7.25,27.71875,0.71875,0.28125,W,6,L
10.029412,24.088235,0.735294,0.264706,X,6,L
6.28125,27.625,0.71875,0.28125,Z,5,L
11.242424,26.424242,0.636364,0.363636,Z,9,L
7.84375,27.40625,0.71875,0.28125,Z,7,L
10.117647,24.852941,0.735294,0.264706,X,9,L
3.676471,24.147059,0.676471,0.323529,W,11,L
10.516129,23.548387,0.870968,0.129032,Z,4,L
12.806452,26.225806,0.935484,0.064516,X,12,L
4.333333,24.636364,0.727273,0.272727,W,10,L
8.258065,24.290323,0.806452,0.193548,Y,5,L
4.878788,25.272727,0.636364,0.363636,X,10,L
8.65625,24.0625,0.84375,0.15625,X,3,L
9.125,24.40625,0.625,0.375,Y,11,L
4.090909,25.787879,0.69697,0.30303,Y,7,L
5.727273,24.666667,0.636364,0.363636,X,13,L
2.09375,24.84375,0.5625,0.4375,Y,16,L
11.058824,29.058824,0.764706,0.235294,X,4,L
3.612903,27.387097,0.645161,0.354839,Z,14,L
10.117647,26.235294,0.764706,0.235294,X,5,L
11.9375,25.75,0.875,0.125,W,2,L
10.647059,23.058824,0.823529,0.176471,W,1,L
4.064516,23.709677,0.709677,0.290323,X,14,L
3.75,23.285714,0.607143,0.392857,Z,16,L
-0.515152,22.787879,0.606061,0.393939,W,15,L
15.060606,24.727273,1,0,Y,1,L
8.969697,24.212121,0.787879,0.212121,Z,2,L
2.275862,23.758621,0.586207,0.413793,Y,15,L
4.272727,25.636364,0.636364,0.363636,Y,12,L
5.28125,22.0625,0.75,0.25,W,14,L
17.823529,26.705882,0.911765,0.088235,Z,2,L
7.882353,27.411765,0.764706,0.235294,Z,5,L
8.8125,23.9375,0.71875,0.28125,Z,3,L
3.612903,25.774194,0.677419,0.322581,W,15,L
8.935484,24.193548,0.741935,0.258065,W,11,L
6.71875,25.53125,0.71875,0.28125,Y,12,L
8.375,24.28125,0.6875,0.3125,Y,6,L
8.90625,27.1875,0.71875,0.28125,Z,11,L
7.09375,22.375,0.6875,0.3125,Y,8,L
5.827586,24.206897,0.689655,0.310345,Z,16,L
10.1,28.133333,0.766667,0.233333,X,10,L
7.30303,22.727273,0.757576,0.242424,W,11,L
15.030303,28.606061,0.878788,0.121212,X,1,W
5.096774,27.290323,0.741935,0.258065,X,13,L
6.064516,24.193548,0.677419,0.322581,X,4,L
4.15625,22.75,0.65625,0.34375,W,10,L
8.1875,25.4375,0.71875,0.28125,Z,14,L
17.121212,28.212121,0.939394,0.060606,X,2,L
-0.848485,22.818182,0.484848,0.515152,Y,16,L
4.962963,22.037037,0.740741,0.259259,Z,13,L
6.060606,27.242424,0.606061,0.393939,Y,10,L
7.53125,23.6875,0.65625,0.34375,X,7,L
9.090909,27.757576,0.757576,0.242424,X,3,L
6.529412,24.176471,0.764706,0.235294,Y,2,L
20.941176,25.970588,1,0,Y,1,L
1.064516,26.451613,0.612903,0.387097,W,16,L
9.6875,24.46875,0.75,0.25,W,4,L
5.96875,27.125,0.6875,0.3125,W,9,L
2.375,22.90625,0.59375,0.40625,Y,16,L
6.242424,22.454545,0.818182,0.181818,Y,4,L
8.470588,26.5,0.676471,0.323529,W,7,L
5.125,24.625,0.625,0.375,Z,11,L
2.3,22,0.7,0.3,X,15,L
4.969697,24.848485,0.606061,0.393939,W,8,L
8.225806,23.580645,0.677419,0.322581,Y,15,L
9.514286,29.114286,0.685714,0.314286,Z,4,L
5.419355,24.806452,0.645161,0.354839,X,16,L
3.588235,23.852941,0.676471,0.323529,Y,14,L
11.060606,22.272727,0.909091,0.090909,W,5,L
13.176471,27.794118,0.852941,0.147059,Y,3,L
13.424242,27.757576,0.69697,0.30303,Z,10,L
9.1875,25.5625,0.6875,0.3125,W,3,L
3.633333,22.366667,0.566667,0.433333,Z,9,L
4.030303,27.121212,0.727273,0.272727,Z,8,L
4.727273,24.484848,0.666667,0.333333,W,6,L
5.484848,24.30303,0.636364,0.363636,Y,9,L
1.272727,24.30303,0.575758,0.424242,X,16,L
8.242424,22.121212,0.757576,0.242424,X,8,L
13.466667,27.133333,0.866667,0.133333,X,12,L
9.6875,24.65625,0.8125,0.1875,X,6,L
3.290323,25.064516,0.645161,0.354839,X,9,L
7.545455,23.606061,0.606061,0.393939,Y,11,L
0.735294,23.352941,0.647059,0.352941,Z,15,L
0.818182,23.69697,0.545455,0.454545,X,14,L
3.354839,24.451613,0.612903,0.387097,W,13,L
3.969697,25.727273,0.606061,0.393939,X,11,L
14.483871,24.354839,0.741935,0.258065,X,5,L
6.971429,24.914286,0.742857,0.257143,Z,7,L
8.666667,24.066667,0.833333,0.166667,Y,13,L
15.382353,25.323529,0.941176,0.058824,W,1,L
14.59375,23.78125,0.90625,0.09375,W,2,L
7.09375,25.40625,0.71875,0.28125,Y,5,L
12.806452,24.16129,0.870968,0.129032,Y,7,L
15.764706,25.294118,0.911765,0.088235,Z,1,L
5.8125,23.15625,0.8125,0.1875,Z,12,L
4.5,21.0625,0.71875,0.28125,W,12,L
5.911765,26.029412,0.617647,0.382353,Z,6,L
12.212121,28.060606,0.757576,0.242424,Y,6,L
9.935484,25.032258,0.870968,0.129032,X,12,L
-2.363636,25.575758,0.484848,0.515152,Y,16,L
6.6875,26.8125,0.65625,0.34375,Z,5,L
0.666667,25.818182,0.575758,0.424242,Y,14,L
9.419355,28,0.677419,0.322581,X,9,L
8.090909,26.272727,0.69697,0.30303,Y,4,L
7.6875,25.09375,0.84375,0.15625,W,12,L
10.3125,25.71875,0.6875,0.3125,Z,9,L
4.75,25.15625,0.65625,0.34375,Y,8,L
10.323529,26.470588,0.705882,0.294118,Y,9,L
8.482759,25.896552,0.724138,0.275862,Z,15,L
7.375,25.5625,0.78125,0.21875,X,7,L
9.393939,27.424242,0.69697,0.30303,Z,4,L
-1.677419,27.677419,0.548387,0.451613,W,16,L
2.724138,28.206897,0.551724,0.448276,W,16,L
3.46875,26.125,0.71875,0.28125,X,14,L
12.75,28,0.78125,0.21875,X,11,L
0.9,25.733333,0.666667,0.333333,X,16,L
10.8,25.933333,0.833333,0.166667,Y,13,L
-4.333333,22.333333,0.424242,0.575758,Z,16,L
13.375,29.1875,0.78125,0.21875,W,5,L
5.9375,27.75,0.6875,0.3125,X,13,L
9.387097,27.580645,0.677419,0.322581,Y,7,L
6.875,31.1875,0.65625,0.34375,X,4,L
12.69697,28.151515,0.878788,0.121212,Y,1,L
11.411765,28.558824,0.764706,0.235294,W,4,L
9.125,26.5,0.75,0.25,Y,5,L
8.8125,26.15625,0.78125,0.21875,Y,3,L
6.242424,26.393939,0.636364,0.363636,W,11,L
16.382353,28.794118,0.852941,0.147059,X,2,L
4.096774,25.903226,0.709677,0.290323,X,15,L
12.705882,30.794118,0.823529,0.176471,W,1,L
4.636364,23.363636,0.636364,0.363636,Z,11,L
5.125,27.15625,0.65625,0.34375,W,6,L
9.96875,27.625,0.78125,0.21875,Z,2,L
9.151515,27.30303,0.818182,0.181818,Z,1,L
1.433333,25.3,0.6,0.4,Z,7,L
7.064516,26.677419,0.645161,0.354839,W,10,L
4.242424,25.242424,0.69697,0.30303,W,9,L
13.147059,27.470588,0.764706,0.235294,X,5,L
7.032258,25.516129,0.774194,0.225806,Y,12,L
7.060606,26.424242,0.757576,0.242424,X,6,L
15.285714,28.428571,0.821429,0.178571,W,14,L
1.870968,25.16129,0.612903,0.387097,Z,16,L
7.676471,27.235294,0.794118,0.205882,Z,8,L
10.266667,28.1,0.8,0.2,W,13,L
4.5,23.9375,0.59375,0.40625,X,10,L
1.21875,24.75,0.65625,0.34375,Y,10,L
3.28125,24.65625,0.625,0.375,Z,6,L
10.382353,26.647059,0.764706,0.235294,Z,3,L
2.548387,24.516129,0.612903,0.387097,X,8,L
4.322581,25.677419,0.645161,0.354839,W,11,L
5.451613,25.903226,0.645161,0.354839,Y,15,L
6.366667,27.833333,0.766667,0.233333,Z,13,L
6.090909,28.909091,0.636364,0.363636,W,8,L
7.484848,26.848485,0.757576,0.242424,X,3,L
9.911765,28.029412,0.705882,0.294118,Z,10,L
9.40625,26.28125,0.59375,0.40625,Y,11,L
13.264706,26.617647,0.852941,0.147059,Y,2,W
10.69697,25.727273,0.787879,0.212121,X,1,L
6.064516,24.935484,0.741935,0.258065,W,15,L
12.588235,27.264706,0.764706,0.235294,W,3,L
2.69697,29,0.636364,0.363636,Z,14,L
13.709677,25.064516,0.741935,0.258065,Y,11,L
4.3125,23.46875,0.625,0.375,W,7,L
10.3125,27.375,0.84375,0.15625,W,2,L
10.962963,26.185185,0.777778,0.222222,Z,12,L
