@relation 'TDR.weka-weka.filters.unsupervised.attribute.Remove-R1-2,4,7,10-18,21-23,25,28'

@attribute pts.RS numeric
@attribute pt.diff.RS numeric
@attribute fgm.RS numeric
@attribute fg.per.RS numeric
@attribute fgm2.RS numeric
@attribute dr.RS numeric
@attribute tr.RS numeric
@attribute blk.RS numeric
@attribute wperc.RS numeric
@attribute lperc.RS numeric
@attribute seed.num.TS numeric
@attribute champ.TS {L,W}

@data
71,6.3,25.033333,0.432843,18.733333,23.633333,36.566667,3.366667,0.633333,0.366667,9,L
71.451613,8.516129,24.419355,0.464654,17.709677,24.580645,35.16129,4.870968,0.677419,0.322581,14,L
68.25,3.78125,24.25,0.457271,17.40625,22.96875,33.96875,2.4375,0.71875,0.28125,13,L
78.466667,5.966667,27.5,0.48135,21.9,25.166667,37.533333,3.233333,0.666667,0.333333,8,L
71.382353,5.676471,25.294118,0.465454,19.147059,24.294118,35.529412,6.411765,0.617647,0.382353,12,L
72.645161,8.322581,25.774194,0.474174,16.903226,25.83871,36.709677,3.225806,0.709677,0.290323,15,L
74.645161,4.774194,25.516129,0.483172,19.645161,22.806452,34.645161,5.774194,0.645161,0.354839,7,L
68.290323,11.354839,21.806452,0.439094,12.806452,20.935484,29.935484,1.870968,0.806452,0.193548,5,L
77.34375,7.71875,28.28125,0.492781,20.90625,25.375,37.3125,3.5,0.75,0.25,8,L
69.30303,3.575758,23.363636,0.437754,15.727273,22.969697,34.939394,3.393939,0.666667,0.333333,16,L
67.15625,6.71875,22.1875,0.452263,15.875,22.5,32.78125,2.5625,0.6875,0.3125,10,L
80,11.290323,27.709677,0.450848,18.483871,26.741935,39.774194,2.645161,0.870968,0.129032,13,L
70.1875,8.6875,24.84375,0.471664,18.75,23.8125,35.09375,4.71875,0.6875,0.3125,6,L
65.333333,1.833333,23.566667,0.46557,15.4,19.966667,28.2,2.5,0.633333,0.366667,16,L
79.323529,17.764706,28.558824,0.52681,21.382353,26.088235,37.176471,4.823529,0.852941,0.147059,1,W
68.967742,-1.387097,23.645161,0.450376,17.83871,23.709677,36.322581,1.709677,0.580645,0.419355,16,L
71.064516,6.870968,26.16129,0.466002,20.741935,21.903226,34,4.419355,0.741935,0.258065,11,L
68.46875,11.59375,24.5,0.508332,18.21875,22.53125,33.28125,5.03125,0.8125,0.1875,2,L
79.096774,9.580645,29.354839,0.493186,22.967742,22.612903,36.290323,3.548387,0.645161,0.354839,10,L
79.121212,9.030303,27.69697,0.489939,20.939394,27.090909,37.606061,3.575758,0.69697,0.30303,10,L
64.242424,6.878788,21.939394,0.44014,16.181818,20.787879,32.151515,3.727273,0.757576,0.242424,13,L
64.5,7.352941,22.676471,0.431064,15.764706,22.529412,35.117647,2.882353,0.676471,0.323529,12,L
70.9,8.733333,24.766667,0.450225,16.833333,21.633333,33.3,4.466667,0.666667,0.333333,7,L
71.030303,-1.272727,25.030303,0.421835,19.393939,22.666667,36.030303,3.121212,0.606061,0.393939,16,L
78.441176,17.411765,29.058824,0.489842,23.088235,27.323529,40.382353,6.676471,0.882353,0.117647,1,L
73.53125,6.15625,26.4375,0.482023,19.6875,25.65625,36.4375,4.8125,0.65625,0.34375,8,L
80.533333,6.633333,28.3,0.458466,19.766667,23.833333,36.633333,2.7,0.766667,0.233333,12,L
71.290323,8.387097,24.935484,0.434161,17.516129,23.451613,37.032258,4.16129,0.709677,0.290323,6,L
72.4375,7.4375,25.28125,0.443879,18.875,22.5,36.75,3.375,0.71875,0.28125,8,L
79.5,11.90625,28.65625,0.481464,22.90625,25.9375,38.5625,6.90625,0.75,0.25,4,L
79.575758,17.242424,28.090909,0.464813,20.424242,25.121212,39.909091,5.909091,0.909091,0.090909,2,L
59.5625,2.15625,21.84375,0.460728,16.78125,22.40625,30.4375,4.09375,0.5625,0.4375,14,L
65.090909,8.393939,23.090909,0.47227,17.939394,23.666667,35.151515,4.818182,0.666667,0.333333,9,L
77.677419,10.419355,28,0.489017,20.516129,26.548387,38.16129,4.129032,0.870968,0.129032,7,L
77.65625,5.5625,26.4375,0.481622,20.59375,24.625,38.03125,2.8125,0.75,0.25,13,L
76.060606,2.333333,25.575758,0.427037,17.575758,23.424242,38.090909,1.575758,0.666667,0.333333,16,L
86.264706,18.147059,31.470588,0.506942,25.705882,27.294118,40.705882,4.588235,0.823529,0.176471,1,L
76.233333,4.1,27.1,0.459037,20.333333,25.2,38.966667,4.4,0.666667,0.333333,15,L
81.548387,13.741935,27.129032,0.461765,18,25.677419,38.354839,3.483871,0.774194,0.225806,6,L
73.636364,13.484848,26.272727,0.472252,18.818182,24.515152,35.69697,5.939394,0.909091,0.090909,1,L
70.125,7.96875,24.0625,0.436357,16.84375,24.5625,36.6875,3.40625,0.75,0.25,12,L
71.71875,6.25,24.15625,0.474168,18.15625,24.40625,35.09375,4.4375,0.6875,0.3125,14,L
76.393939,10.454545,26.272727,0.451873,16.787879,22.848485,35.060606,2.060606,0.787879,0.212121,3,L
74.068966,6.551724,26.862069,0.488948,20.793103,22.448276,33.137931,3,0.724138,0.275862,14,L
71.147059,8.705882,25.882353,0.47426,19.823529,23.558824,35.764706,3.470588,0.794118,0.205882,3,L
69.90625,6.875,24.71875,0.465305,18.1875,21.75,32.9375,2.71875,0.65625,0.34375,9,L
63.28125,5.9375,21.21875,0.458491,15,20.09375,29.46875,3.28125,0.8125,0.1875,4,L
69.933333,3.166667,25.233333,0.44906,19.533333,25.933333,38.533333,6.1,0.6,0.4,11,L
79.166667,8.7,27.633333,0.525545,21.866667,24.166667,35.366667,2.766667,0.8,0.2,15,L
79.65625,5.21875,27.6875,0.445408,18.75,21.96875,35.5625,3.21875,0.6875,0.3125,5,L
82.212121,10.272727,27.69697,0.447024,18.69697,26.181818,40.181818,5.757576,0.727273,0.272727,4,L
76.322581,17.129032,27,0.500338,20.483871,25.548387,35.741935,3.387097,0.806452,0.193548,3,L
71.575758,2.939394,24.606061,0.454314,18.515152,21.363636,30.757576,1.878788,0.636364,0.363636,10,L
71.966667,11.4,26.733333,0.482594,19.933333,21.833333,32.9,3.3,0.833333,0.166667,2,L
75.030303,8.121212,26.606061,0.448859,18.939394,22.606061,34.666667,5.606061,0.818182,0.181818,7,L
71.411765,6.382353,25.529412,0.480904,19.882353,24.676471,34,3.941176,0.676471,0.323529,5,L
74.787879,10.030303,25.636364,0.463834,18.727273,21.272727,33.333333,3.090909,0.818182,0.181818,11,L
75.733333,4.266667,26.4,0.455383,17.233333,23.1,33.233333,2.6,0.633333,0.366667,6,L
72.16129,7.483871,23.225806,0.419954,15.612903,23.032258,36.258065,3.290323,0.677419,0.322581,9,L
77.448276,5.689655,25.517241,0.43563,17.37931,25.517241,39,3.068966,0.655172,0.344828,4,L
72.032258,6.903226,26.387097,0.475258,21.612903,22.483871,33.548387,4.612903,0.645161,0.354839,5,L
66.53125,7.40625,24.125,0.467318,18.375,22.53125,30.375,4.46875,0.78125,0.21875,3,L
71.035714,0.75,23.964286,0.485312,18.25,22.964286,32.642857,2.5,0.607143,0.392857,15,L
74.107143,11.25,26.785714,0.477287,18.714286,25.214286,37.071429,3.607143,0.857143,0.142857,11,L
70.088235,12.852941,24.235294,0.463609,18.411765,23.735294,35.088235,3.264706,0.852941,0.147059,2,L
64.59375,2.96875,23.21875,0.445345,17.75,22.15625,32.1875,1.53125,0.71875,0.28125,14,L
76.40625,11.625,24.96875,0.482562,17.0625,22.90625,33.8125,3.53125,0.75,0.25,9,L
65.09375,3.3125,21.15625,0.445528,13.3125,22.5625,32.03125,2.625,0.65625,0.34375,15,L
71.5625,4.78125,24.71875,0.478425,18.125,22.6875,31.03125,3.59375,0.5625,0.4375,10,L
73.636364,6.606061,26.727273,0.466709,20.848485,23.939394,36.757576,5.30303,0.666667,0.333333,9,L
74.588235,3.911765,24.647059,0.452268,16.794118,21.411765,31.529412,2.176471,0.705882,0.294118,15,L
80.733333,6.266667,27.9,0.45616,19.466667,25.6,37.333333,4.4,0.666667,0.333333,11,L
79.3125,5.03125,27.1875,0.449608,16.71875,24.15625,36.71875,1.84375,0.75,0.25,15,L
81.21875,5.125,28.84375,0.506232,20.71875,26.125,36.0625,2.375,0.75,0.25,14,L
68.34375,10.59375,22.71875,0.450052,13.5,20.71875,29.65625,2.53125,0.90625,0.09375,7,L
74.058824,10.941176,25.941176,0.462071,17.764706,28.5,39,3.911765,0.794118,0.205882,8,L
79.1875,9.6875,29.5,0.460734,21.5,22.59375,38.25,5.59375,0.71875,0.28125,5,L
77.71875,9.09375,26.34375,0.464585,21.1875,28.375,41.90625,8.78125,0.75,0.25,4,L
59.147059,-6.970588,20.588235,0.393944,16.5,20.205882,31.294118,2.058824,0.411765,0.588235,16,L
76.615385,7.615385,27.115385,0.492171,19.192308,24.692308,33.615385,2.884615,0.807692,0.192308,14,L
82.483871,9.580645,29.741935,0.47846,21.129032,23.870968,35.870968,1.451613,0.741935,0.258065,14,L
77.322581,14.193548,28.645161,0.472685,19.870968,24.870968,36.096774,3.290323,0.806452,0.193548,10,L
72.266667,11.233333,24.366667,0.44642,15.233333,21.9,33.733333,2.4,0.866667,0.133333,5,L
84.125,14.8125,28.75,0.467164,19.46875,24.4375,37.15625,4,0.84375,0.15625,2,L
69.878788,7.575758,24.484848,0.471555,18.363636,24.454545,34.424242,3.212121,0.69697,0.30303,12,L
69.71875,11.75,25.09375,0.4852,17.25,25.09375,35,4.9375,0.84375,0.15625,2,L
67.875,0.90625,24.5625,0.426936,18.59375,24.8125,38.46875,3.4375,0.5,0.5,14,L
76.5,13.25,27,0.48431,20.5,26.3125,37.53125,4.78125,0.78125,0.21875,7,L
75.125,10.4375,25.34375,0.464513,18.75,26.40625,38.03125,3.8125,0.78125,0.21875,8,L
81.181818,19.515152,29.454545,0.504014,22.666667,26.424242,38.727273,6.121212,0.909091,0.090909,1,W
78.766667,9.8,27.9,0.44547,21.266667,25,41.166667,3.633333,0.633333,0.366667,11,L
69.235294,7.647059,24.058824,0.471505,18.264706,22.323529,33.294118,3.911765,0.823529,0.176471,9,L
68.6,3.266667,23.733333,0.473458,17.933333,24,33.733333,4.8,0.6,0.4,11,L
71.9375,10.59375,25.5,0.454493,17.96875,26.0625,37.71875,4.90625,0.75,0.25,3,L
75.90625,11.59375,26.5,0.446839,19.34375,23.1875,36.75,3.84375,0.71875,0.28125,6,L
79.676471,19.058824,28.764706,0.466244,20.823529,26.676471,40.794118,6.088235,0.970588,0.029412,1,L
73.806452,5.774194,25.032258,0.434643,18.258065,24.774194,37.451613,4.677419,0.677419,0.322581,7,L
71.30303,9.30303,26.333333,0.480549,21.363636,24.818182,37.212121,4.363636,0.757576,0.242424,5,L
73.09375,8.03125,26.09375,0.461364,19.125,28.65625,40.875,7.9375,0.6875,0.3125,8,L
61.033333,-4.6,20.9,0.397969,16.3,21.533333,33.033333,2.666667,0.5,0.5,16,L
69.0625,2.5625,24.21875,0.449903,18.21875,23.9375,34.03125,3.65625,0.5625,0.4375,16,L
88.705882,15.970588,31.852941,0.485188,26.323529,28.5,44.205882,4.588235,0.941176,0.058824,1,L
80.612903,10.096774,28.225806,0.462918,19.774194,28.322581,41.645161,3.774194,0.774194,0.225806,5,L
68.424242,5.030303,24,0.443814,17.666667,24.606061,35.969697,3.939394,0.666667,0.333333,6,L
68.870968,7.387097,23.709677,0.443846,17.096774,24.451613,35.774194,3.83871,0.741935,0.258065,13,L
76.806452,4.387097,26.967742,0.485375,18.258065,23.903226,34.096774,2.548387,0.580645,0.419355,9,L
74.142857,8.942857,27.085714,0.461144,20.942857,23.285714,37.8,3.285714,0.742857,0.257143,4,L
74.1,5.766667,25.633333,0.469676,16.6,22.433333,33.6,3.366667,0.7,0.3,16,L
68.71875,7.53125,23.34375,0.427726,15.96875,21.375,32.625,4.28125,0.75,0.25,6,L
65,2,23.666667,0.447914,18.818182,22.818182,33.575758,3.121212,0.606061,0.393939,13,L
76.8125,5.75,27.5625,0.452351,20.5625,22.1875,33.90625,3.59375,0.6875,0.3125,13,L
75.612903,9.935484,25.612903,0.478062,18.935484,24.903226,36.967742,3,0.806452,0.193548,10,L
73.333333,6.060606,25.30303,0.478681,18,22.242424,32.181818,4.666667,0.636364,0.363636,11,L
75.833333,12.433333,26.466667,0.460522,18.6,25.4,38,5.2,0.8,0.2,10,L
70.666667,10.060606,24.848485,0.449706,19.454545,25.666667,38.848485,5.181818,0.787879,0.212121,3,L
72.606061,4.030303,25.333333,0.471817,17.454545,23.878788,32.727273,4.424242,0.636364,0.363636,12,L
82.40625,11.53125,29.03125,0.457473,20,23.65625,38.0625,3.3125,0.875,0.125,2,L
74.848485,9.939394,26.848485,0.450033,19.121212,24.848485,37.575758,5.030303,0.818182,0.181818,2,L
71.121212,9.181818,25.242424,0.466653,19.393939,27.242424,38.939394,4.212121,0.69697,0.30303,9,L
74.030303,14.393939,26.545455,0.479857,21.242424,23.454545,36.060606,3.636364,0.909091,0.090909,1,L
74.870968,5.354839,26.580645,0.458165,19.258065,22.612903,33.903226,3.451613,0.741935,0.258065,15,L
69.25,7.3125,23.9375,0.423179,16.375,24.21875,34.71875,2.84375,0.78125,0.21875,8,L
69.0625,5.875,24.96875,0.485159,19.40625,24.46875,33.71875,4.40625,0.65625,0.34375,6,L
72.5,2.535714,25.642857,0.471996,19.714286,27.25,37.75,2.464286,0.607143,0.392857,16,L
80.575758,6.212121,27.363636,0.470446,18.30303,24.878788,35.333333,3.575758,0.787879,0.212121,4,L
72.84375,3.53125,24.84375,0.428053,17.78125,22.625,36.09375,2.90625,0.625,0.375,12,L
76.612903,11.483871,27.322581,0.474705,20.096774,22.612903,34.935484,3.645161,0.806452,0.193548,12,L
67.0625,10,23.25,0.480134,16.875,21.4375,29.21875,2.875,0.75,0.25,4,L
74.69697,11.424242,26.393939,0.451502,19.121212,23.757576,35.727273,5.121212,0.69697,0.30303,7,L
65.129032,6.290323,23.580645,0.440716,17.225806,23.483871,35,3.419355,0.645161,0.354839,13,L
67.333333,13.575758,23.484848,0.451635,17.666667,24.30303,35.909091,3.333333,0.878788,0.121212,3,L
75.333333,13,25.454545,0.479575,17.69697,24.787879,36.060606,3.454545,0.818182,0.181818,3,L
66.411765,5.911765,22.588235,0.419471,15.470588,21.352941,33.088235,2.264706,0.647059,0.352941,13,L
69.482759,5.896552,25.551724,0.46633,19.862069,24.724138,36.137931,4.758621,0.689655,0.310345,16,L
64.451613,6.032258,23.354839,0.46974,16.258065,23.451613,32.967742,2.516129,0.774194,0.225806,14,L
72.1875,3.75,25.65625,0.47943,19.46875,22.75,33.84375,3.0625,0.59375,0.40625,12,L
69.545455,9.484848,23.787879,0.485224,15.69697,22.909091,31.333333,2.090909,0.727273,0.272727,6,L
69.9,2.966667,24.033333,0.437653,18,23.433333,34.633333,4.166667,0.733333,0.266667,15,L
74.939394,4.484848,26.272727,0.445393,19.878788,22.939394,37.242424,4.363636,0.666667,0.333333,7,L
67,8.8,21.766667,0.438432,13.833333,23.9,33.866667,3.233333,0.833333,0.166667,9,L
77.193548,12.451613,27.645161,0.488693,20.354839,27.16129,36.354839,3.645161,0.774194,0.225806,8,L
75.03125,6.6875,27.09375,0.487331,20.75,23.71875,33.6875,2,0.6875,0.3125,7,L
75,-1.46875,24.75,0.443186,16.625,26.125,38.46875,2.21875,0.5,0.5,16,L
78.967742,10.741935,28.741935,0.468553,20.645161,22.709677,36.935484,5.806452,0.741935,0.258065,7,L
64.96875,5.125,23.03125,0.429254,18.28125,22.09375,33.65625,3.28125,0.6875,0.3125,13,L
77.322581,13.354839,27.387097,0.473217,22.645161,28.516129,42.741935,8,0.870968,0.129032,1,L
73.206897,8.241379,26.172414,0.472585,18.689655,25.068966,35.310345,3.931034,0.689655,0.310345,14,L
73.758621,3.586207,26.482759,0.4559,19.448276,24.034483,36.931034,2.62069,0.551724,0.448276,15,L
67.515152,6,23.939394,0.429774,18.424242,24.212121,37.969697,3.515152,0.787879,0.212121,11,L
78.029412,12.411765,26.588235,0.448501,19.352941,23.294118,36.617647,4.088235,0.823529,0.176471,2,L
78.09375,7.9375,27.625,0.46411,21.6875,26.125,37.53125,3.71875,0.6875,0.3125,16,L
68.617647,3.617647,23.529412,0.4365,17.294118,24.264706,35.882353,5.823529,0.735294,0.264706,5,L
78.8,17.233333,28.533333,0.486529,21.133333,27.5,37.866667,5,0.833333,0.166667,4,L
64.606061,8,25.090909,0.462564,19.545455,23.727273,33.272727,3.606061,0.727273,0.272727,5,L
77.125,11.3125,27.0625,0.48243,20.59375,26.8125,38.90625,4.28125,0.78125,0.21875,3,L
73.939394,12.333333,26.787879,0.451592,18.727273,25.424242,38,6.181818,0.848485,0.151515,1,L
74.909091,9.424242,26.69697,0.447726,20.69697,25.818182,39.454545,6.060606,0.787879,0.212121,8,L
78.848485,9.393939,26.484848,0.456474,19.424242,23.484848,35.575758,2.969697,0.727273,0.272727,6,L
71.454545,3,26.242424,0.423852,20.484848,23.454545,36.69697,4.272727,0.606061,0.393939,10,L
74.058824,17.176471,26,0.442621,20.176471,25.852941,39.470588,6.176471,0.911765,0.088235,2,L
66.84375,3.53125,23.1875,0.426311,14.53125,21.25,30.71875,2.59375,0.59375,0.40625,10,L
71.90625,9,25.375,0.454604,20.21875,24.9375,38.90625,2.84375,0.8125,0.1875,2,L
66.16129,4.709677,23.612903,0.444637,17.870968,21.935484,33.870968,6.290323,0.677419,0.322581,10,L
74.029412,5,24.588235,0.434238,16.352941,26.941176,38.147059,7.352941,0.647059,0.352941,13,L
81.117647,14.647059,29.411765,0.471631,22.352941,23.941176,36.970588,3.852941,0.823529,0.176471,3,L
69.34375,0.65625,23.71875,0.437349,18.625,24.8125,38.375,3.96875,0.53125,0.46875,16,L
66.939394,5.363636,24.545455,0.428682,19.424242,23.69697,37.878788,3.121212,0.666667,0.333333,15,L
79.133333,10.133333,27.933333,0.484281,20.9,24.466667,35.233333,3.133333,0.8,0.2,14,L
89.387097,16.516129,31.354839,0.475769,24.548387,27.322581,42.516129,5.290323,0.870968,0.129032,1,W
67.69697,4.151515,22.606061,0.46016,16.242424,24.848485,33.515152,2.424242,0.69697,0.30303,12,L
66.6875,5.0625,23.5625,0.488283,17.03125,22.8125,30.84375,5.25,0.6875,0.3125,8,L
79.1875,11.375,27.25,0.490727,20.34375,27.0625,39.1875,4.46875,0.84375,0.15625,2,L
81.121212,6.909091,27.030303,0.459986,17.69697,25.393939,35.484848,2.454545,0.666667,0.333333,8,L
77.709677,13.548387,29.258065,0.486772,23.064516,24.774194,39.548387,3.806452,0.870968,0.129032,1,L
73.709677,5.354839,26.129032,0.454368,16.451613,21.806452,33.612903,2.870968,0.709677,0.290323,13,L
69.352941,10.235294,24.823529,0.449447,18.117647,24.558824,34.235294,4.823529,0.735294,0.264706,5,L
74.793103,2.241379,26.517241,0.46515,21.758621,29.137931,41.517241,4.37931,0.62069,0.37931,16,L
70.735294,5.705882,25.147059,0.480016,18.647059,23.176471,33.323529,3.352941,0.705882,0.294118,15,L
64.222222,6.148148,23.888889,0.434413,18.333333,24.814815,33.851852,3.074074,0.740741,0.259259,14,L
77.666667,7.636364,28.909091,0.475139,23.727273,23.818182,36,4.69697,0.787879,0.212121,9,L
80.970588,8.058824,29.323529,0.490281,22.470588,26.823529,39.558824,5.088235,0.735294,0.264706,3,L
68.969697,5.575758,25.060606,0.445892,17.424242,25.818182,36.939394,4.151515,0.666667,0.333333,11,L
78.484848,6.121212,28.272727,0.459535,21.666667,24.666667,39.030303,3.727273,0.636364,0.363636,9,L
72.333333,6.878788,26.212121,0.445778,21.606061,24.666667,38.878788,5.545455,0.666667,0.333333,7,L
71.71875,5.375,23.9375,0.446596,17.90625,24.46875,37.0625,3.875,0.71875,0.28125,9,L
76,12.727273,28.060606,0.495809,20.575758,21.545455,33.030303,3.212121,0.757576,0.242424,6,L
68.363636,4.878788,24.909091,0.473654,21.151515,24.121212,35.818182,4.666667,0.636364,0.363636,10,L
70.96875,7.5,24,0.48006,16.8125,27.09375,34.84375,4.9375,0.75,0.25,5,L
72.909091,10.454545,25.818182,0.496607,19.363636,23.878788,34.454545,2.515152,0.878788,0.121212,11,L
72,8.636364,25.636364,0.465516,19.090909,23.30303,33.969697,4.575758,0.727273,0.272727,11,L
76.545455,9.545455,25.969697,0.454918,19.363636,25.212121,37.424242,3.212121,0.787879,0.212121,3,L
72.096774,5.16129,25.387097,0.452358,17.580645,24,36.741935,3.225806,0.741935,0.258065,12,L
81.366667,11.066667,29.333333,0.492655,25.3,28.3,40.966667,5.433333,0.8,0.2,4,L
78.939394,9.333333,27.939394,0.460844,23.69697,25.848485,40.969697,2.818182,0.757576,0.242424,4,L
72.382353,10.764706,25.529412,0.431287,18.882353,23.117647,38.323529,4.558824,0.676471,0.323529,6,L
64.387097,5.387097,22.483871,0.443863,16,21.258065,31.096774,2.645161,0.612903,0.387097,12,L
72.375,9.96875,24.34375,0.46474,17.46875,27.40625,39.46875,5.125,0.78125,0.21875,4,L
64.40625,-0.28125,21.59375,0.41333,17.5,25.625,38.21875,3.4375,0.53125,0.46875,16,L
76.709677,10.16129,27.16129,0.483484,20.129032,26.451613,38.645161,6.935484,0.774194,0.225806,3,L
70.09375,10.0625,22.71875,0.457792,15.96875,23.59375,32.84375,2.46875,0.875,0.125,5,L
82.606061,16.939394,28.393939,0.483464,20.272727,26.787879,36.969697,3.484848,0.848485,0.151515,7,L
77.969697,9.575758,27.909091,0.478819,21.333333,24.272727,35.757576,2.484848,0.69697,0.30303,8,L
73.290323,9.451613,26.548387,0.452568,19.967742,23.709677,36.677419,4.83871,0.677419,0.322581,7,L
75.172414,10.62069,26.758621,0.476703,16.965517,23.172414,33.448276,3.62069,0.862069,0.137931,12,L
77.970588,16.264706,26.5,0.441181,18.941176,24.441176,39.058824,4.205882,0.852941,0.147059,1,W
69.030303,2.636364,24.484848,0.436338,19.363636,23.666667,36.333333,3.181818,0.575758,0.424242,16,L
71.606061,6.181818,25.939394,0.446383,20.090909,23.787879,36.969697,2.727273,0.636364,0.363636,10,L
68.483871,8.322581,24.580645,0.453635,18.774194,25.290323,38.032258,6.322581,0.709677,0.290323,9,L
73.242424,8.121212,26.484848,0.500682,20.30303,23.69697,33.363636,4.727273,0.69697,0.30303,3,L
72.515152,6.424242,26.30303,0.457994,20.30303,26.545455,40.242424,5.484848,0.636364,0.363636,10,L
77.516129,9.645161,27,0.494928,21.451613,27.354839,37.935484,4.096774,0.806452,0.193548,8,L
78.818182,3.727273,27.484848,0.419362,19.181818,21.424242,34.333333,2.939394,0.545455,0.454545,13,L
81.764706,17.970588,28.558824,0.488902,21.294118,27.588235,40.529412,6.411765,0.941176,0.058824,1,L
79.46875,10.25,26.25,0.45126,19.53125,23.9375,39.25,4.8125,0.78125,0.21875,2,L
79.235294,13.970588,28,0.478314,22.029412,27.058824,41.352941,7.235294,0.941176,0.058824,1,L
75.125,5.09375,25.53125,0.457953,18.875,26.3125,36.5,2.53125,0.6875,0.3125,16,L
76.34375,6.75,26.5625,0.449145,18.53125,22.40625,36.875,4.1875,0.625,0.375,9,L
72.939394,8.757576,25.272727,0.453402,17.333333,21.545455,31.787879,2.151515,0.666667,0.333333,6,L
79.266667,11.233333,29.133333,0.472027,23.266667,25.766667,38.333333,4.633333,0.733333,0.266667,4,L
72.625,8.9375,26.90625,0.473059,22.125,25.5,39.03125,3.09375,0.75,0.25,5,L
72.911765,8.882353,26.264706,0.472663,19.235294,24.382353,35.176471,5.529412,0.617647,0.382353,11,L
77.5625,11.75,27.375,0.440916,19.6875,22.40625,35.375,4.65625,0.6875,0.3125,10,L
69.448276,7.275862,24.586207,0.480591,18.068966,23.62069,32.37931,3.241379,0.689655,0.310345,14,L
76.75,6.5,26.166667,0.43436,20.555556,24.861111,40.277778,4.027778,0.75,0.25,15,L
76.09375,15.0625,26.78125,0.4982,20.5,24.25,36.25,5.40625,0.875,0.125,13,L
76.636364,9.575758,25.424242,0.441422,17.454545,25.515152,38.727273,3.515152,0.878788,0.121212,3,L
78.5,0.5,27.15625,0.460208,18.625,25.03125,35.4375,3.28125,0.65625,0.34375,12,L
73.466667,3.566667,24.133333,0.459917,18.866667,25.9,36.433333,3,0.733333,0.266667,15,L
63.3125,9.03125,21.5,0.431032,14.90625,22.9375,32.46875,2,0.875,0.125,9,L
76.029412,7.147059,26.382353,0.475472,18.882353,24.294118,35.647059,3,0.676471,0.323529,6,L
75.21875,3.5,26.15625,0.445354,20.34375,24.4375,38.03125,4.9375,0.75,0.25,14,L
73.441176,4.882353,24.5,0.42847,17.264706,25.352941,36.735294,2.617647,0.588235,0.411765,14,L
74.235294,13.029412,26.823529,0.496387,19.5,24.382353,33.470588,4.088235,0.794118,0.205882,2,L
74.3125,6.21875,25.53125,0.452714,17.15625,25.875,36,2.59375,0.6875,0.3125,7,L
67.529412,10.382353,25.852941,0.447951,21.235294,23.970588,39.176471,2.941176,0.764706,0.235294,11,L
68.09375,6.71875,23.5625,0.448235,18.25,24.90625,37.21875,4.1875,0.75,0.25,3,L
71.09375,10.1875,24.8125,0.448231,19.4375,22.90625,33.3125,4.46875,0.84375,0.15625,4,L
69.294118,7.058824,24.794118,0.44748,17.735294,24,33,4.588235,0.764706,0.235294,7,L
68.5,2.823529,23.323529,0.443467,17.676471,23.264706,35.058824,2.294118,0.676471,0.323529,15,L
79.892857,7.571429,27.285714,0.469928,18.321429,24.392857,36.428571,2.25,0.75,0.25,14,L
69.806452,7.451613,25.419355,0.470837,20.064516,23.709677,36.83871,4.645161,0.741935,0.258065,11,L
67.571429,1.607143,22.321429,0.446804,15.464286,23.857143,32.75,3.142857,0.678571,0.321429,15,L
75.454545,10.181818,27.484848,0.461365,22.727273,25.393939,38.333333,3.575758,0.818182,0.181818,13,L
78.8,12.533333,28.033333,0.483001,19.533333,25.833333,36.666667,5.266667,0.833333,0.166667,10,L
81.46875,14.59375,30.0625,0.515882,23.34375,26.03125,38.15625,6.5625,0.875,0.125,1,L
64.941176,8.794118,24.235294,0.441011,18.382353,26.058824,37.088235,2.941176,0.852941,0.147059,5,L
73.636364,8.69697,26.757576,0.451114,20.878788,25,36.727273,3.757576,0.757576,0.242424,6,L
81.242424,11.545455,29.666667,0.469378,24,27.212121,42.151515,5.757576,0.727273,0.272727,8,L
71.225806,6.483871,23.612903,0.44323,17.387097,24.451613,36.354839,3.354839,0.709677,0.290323,5,L
72.75,8.78125,26.5625,0.466361,19.84375,24.1875,33.71875,3.5,0.75,0.25,8,L
73.575758,13.393939,27,0.494998,20.121212,25.090909,35.30303,3.484848,0.787879,0.212121,12,L
75.78125,11.59375,27.09375,0.47579,20.9375,26.4375,36.34375,3.71875,0.8125,0.1875,12,L
77.548387,7.645161,26.064516,0.471906,19.935484,25.16129,35.903226,5.096774,0.741935,0.258065,4,L
70.617647,6.264706,23.617647,0.443899,18.882353,24.852941,37.117647,4.117647,0.735294,0.264706,16,L
82.548387,9.677419,27.612903,0.465872,19.903226,25.645161,39.064516,3.903226,0.774194,0.225806,2,L
72.965517,4.517241,26.206897,0.440575,21.862069,27.206897,41.827586,5.344828,0.655172,0.344828,9,L
79.787879,9.848485,27.878788,0.451617,22.69697,24.878788,38.393939,3.939394,0.727273,0.272727,11,L
72.969697,9.181818,25.272727,0.435535,18.333333,22.757576,38.333333,4,0.818182,0.181818,2,L
62.566667,0.633333,22.633333,0.385235,18.633333,24.8,38.366667,3.766667,0.566667,0.433333,16,L
67.483871,11.290323,23.612903,0.448772,15.967742,22.677419,32.419355,3.612903,0.741935,0.258065,4,L
69.030303,7.151515,23.545455,0.441353,17.727273,23.939394,35.454545,2.090909,0.757576,0.242424,13,L
80.03125,10.96875,27.59375,0.469854,20.625,27.59375,40.09375,3.8125,0.75,0.25,6,L
